thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
27,0,27,np.float64(-0.31574074074074077),np.float64(-0.25),1,0,0,1.7896577,target',27,0,27,0,46.5444409,,5,46.5368818,46.5444409,46.5444409,0.0096038,48.326599,np.float64(-0.31574074074074077),np.float64(-0.25),1,0,0,1.7896577,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
30,0,30,np.float64(-0.2074074074074074),np.float64(-0.09907407407407408),1,0,0,1.5739291,target',30,0,30,0,52.7116359,,5,52.7027587,52.7116359,52.7116359,0.0092227,54.2767439,np.float64(-0.2074074074074074),np.float64(-0.09907407407407408),1,0,0,1.5739291,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
31,0,31,np.float64(0.04259259259259259),np.float64(0.37037037037037035),1,0,0,1.7227348,target',31,0,31,0,54.2947439,,5,54.2869997,54.2947439,54.2947439,0.0101492,56.0098068,np.float64(0.04259259259259259),np.float64(0.37037037037037035),1,0,0,1.7227348,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
33,0,33,np.float64(-0.08611111111111111),np.float64(0.06296296296296296),1,0,0,1.1216198,target',33,0,33,0,58.1625989,,5,58.1547052,58.1625989,58.1625989,0.0112662,59.2763894,np.float64(-0.08611111111111111),np.float64(0.06296296296296296),1,0,0,1.1216198,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
38,0,38,np.float64(0.26296296296296295),np.float64(0.2851851851851852),1,0,0,1.7405202,target',38,0,38,0,65.1444714,,5,65.1363645,65.1444714,65.1444714,0.0099062,66.8769745,np.float64(0.26296296296296295),np.float64(0.2851851851851852),1,0,0,1.7405202,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
40,0,40,np.float64(-0.2111111111111111),np.float64(-0.06388888888888888),1,0,0,1.3038924,target',40,0,40,0,68.6802659,,5,68.6718152,68.6802659,68.6802659,0.0120927,69.975765,np.float64(-0.2111111111111111),np.float64(-0.06388888888888888),1,0,0,1.3038924,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
47,0,47,np.float64(0.10277777777777777),np.float64(-0.31296296296296294),1,0,0,1.6050096,None,47,0,47,0,87.360897,,5,87.3528483,87.360897,87.360897,0.010766,88.9579171,np.float64(0.10277777777777777),np.float64(-0.31296296296296294),1,0,0,1.6050096,None,2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
55,0,55,np.float64(0.49166666666666664),np.float64(-0.18055555555555555),1,0,0,1.6379081,target',55,0,55,0,101.0608948,,5,101.0525088,101.0608948,101.0608948,0.0114776,102.690463,np.float64(0.49166666666666664),np.float64(-0.18055555555555555),1,0,0,1.6379081,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
58,0,58,np.float64(0.2611111111111111),np.float64(0.028703703703703703),1,0,0,1.1568464,None,58,0,58,0,106.0083254,,5,106.0003682,106.0083254,106.0083254,0.0098904,107.1573085,np.float64(0.2611111111111111),np.float64(0.028703703703703703),1,0,0,1.1568464,None,2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
61,0,61,np.float64(-0.05740740740740741),np.float64(0.29814814814814816),1,0,0,1.5515567,None,61,0,61,0,109.5321813,,5,109.5215954,109.5321813,109.5321813,0.0149766,111.0732097,np.float64(-0.05740740740740741),np.float64(0.29814814814814816),1,0,0,1.5515567,None,2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
62,0,62,np.float64(0.48055555555555557),np.float64(0.004629629629629629),1,0,0,1.3557952,None,62,0,62,0,111.0934441,,5,111.0839281,111.0934441,111.0934441,0.0106081,112.4397764,np.float64(0.48055555555555557),np.float64(0.004629629629629629),1,0,0,1.3557952,None,2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
63,0,63,np.float64(-0.09074074074074075),np.float64(0.10185185185185185),1,0,0,1.1710659,None,63,0,63,0,112.4616995,,5,112.4521349,112.4616995,112.4616995,0.0122601,113.6232978,np.float64(-0.09074074074074075),np.float64(0.10185185185185185),1,0,0,1.1710659,None,2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
64,0,64,np.float64(-0.31203703703703706),np.float64(0.42777777777777776),1,0,0,1.6391633,None,64,0,64,0,113.6426245,,5,113.6337113,113.6426245,113.6426245,0.010241,115.2729376,np.float64(-0.31203703703703706),np.float64(0.42777777777777776),1,0,0,1.6391633,None,2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
67,0,67,np.float64(0.18981481481481483),np.float64(0.38333333333333336),1,0,0,2.388099,target',67,0,67,0,119.0264913,,5,119.0175132,119.0264913,119.0264913,0.0109434,121.4056691,np.float64(0.18981481481481483),np.float64(0.38333333333333336),1,0,0,2.388099,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
69,0,69,np.float64(0.39814814814814814),np.float64(-0.4648148148148148),1,0,0,1.8718245,target',69,0,69,0,122.5605304,,5,122.5507349,122.5605304,122.5605304,0.0109674,124.4226215,np.float64(0.39814814814814814),np.float64(-0.4648148148148148),1,0,0,1.8718245,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
72,0,72,np.float64(-0.24166666666666667),np.float64(-0.2564814814814815),1,0,0,1.6063655,target',72,0,72,0,130.5925865,,5,130.5823797,130.5925865,130.5925865,0.0101379,132.1888054,np.float64(-0.24166666666666667),np.float64(-0.2564814814814815),1,0,0,1.6063655,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
73,0,73,np.float64(-0.20462962962962963),np.float64(0.4324074074074074),1,0,0,1.6217123,target',73,0,73,0,132.209468,,5,132.1998634,132.209468,132.209468,0.0109401,133.8216265,np.float64(-0.20462962962962963),np.float64(0.4324074074074074),1,0,0,1.6217123,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
74,0,74,np.float64(-0.31203703703703706),np.float64(-0.06296296296296296),1,0,0,1.3913524,target',74,0,74,0,133.838727,,5,133.8312385,133.838727,133.838727,0.0095234,135.2227443,np.float64(-0.31203703703703706),np.float64(-0.06296296296296296),1,0,0,1.3913524,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
75,0,75,np.float64(0.4583333333333333),np.float64(0.011111111111111112),1,0,0,1.8042495,target',75,0,75,0,135.2442695,,5,135.2340036,135.2442695,135.2442695,0.0110019,137.0383091,np.float64(0.4583333333333333),np.float64(0.011111111111111112),1,0,0,1.8042495,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
76,0,76,np.float64(-0.05648148148148148),np.float64(0.4361111111111111),1,0,0,1.7213364,None,76,0,76,0,137.061212,,5,137.0502212,137.061212,137.061212,0.0118107,138.7716226,np.float64(-0.05648148148148148),np.float64(0.4361111111111111),1,0,0,1.7213364,None,2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
77,0,77,np.float64(0.17037037037037037),np.float64(-0.12962962962962962),1,0,0,1.6367933,target',77,0,77,0,138.7927521,,5,138.7846001,138.7927521,138.7927521,0.0128747,140.4214534,np.float64(0.17037037037037037),np.float64(-0.12962962962962962),1,0,0,1.6367933,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
80,0,80,np.float64(0.34629629629629627),np.float64(-0.2638888888888889),1,0,0,1.4226742,target',80,0,80,0,143.3242902,,5,143.3152654,143.3242902,143.3242902,0.0103009,144.7380379,np.float64(0.34629629629629627),np.float64(-0.2638888888888889),1,0,0,1.4226742,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
81,0,81,np.float64(-0.5027777777777778),np.float64(-0.2861111111111111),1,0,0,1.5668839,target',81,0,81,0,144.7651324,,5,144.7540093,144.7651324,144.7651324,0.0157565,146.3209466,np.float64(-0.5027777777777778),np.float64(-0.2861111111111111),1,0,0,1.5668839,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
82,0,82,np.float64(0.025925925925925925),np.float64(-0.21481481481481482),1,0,0,2.2900114,target',82,0,82,0,146.3395562,,5,146.3308075,146.3395562,146.3395562,0.0097552,148.6208843,np.float64(0.025925925925925925),np.float64(-0.21481481481481482),1,0,0,2.2900114,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
83,0,83,np.float64(-0.10185185185185185),np.float64(0.37777777777777777),1,0,0,2.106319,target',83,0,83,0,148.6415631,,5,148.6310523,148.6415631,148.6415631,0.009997,150.7374288,np.float64(-0.10185185185185185),np.float64(0.37777777777777777),1,0,0,2.106319,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
84,0,84,np.float64(-0.07777777777777778),np.float64(-0.12407407407407407),1,0,0,2.1715929,target',84,0,84,0,150.7572791,,5,150.7488763,150.7572791,150.7572791,0.0113545,152.9205203,np.float64(-0.07777777777777778),np.float64(-0.12407407407407407),1,0,0,2.1715929,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
85,0,85,np.float64(0.03425925925925926),np.float64(-0.37777777777777777),1,0,0,2.2905421,target',85,0,85,0,152.9397526,,5,152.9300948,152.9397526,152.9397526,0.0094819,155.2207141,np.float64(0.03425925925925926),np.float64(-0.37777777777777777),1,0,0,2.2905421,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
86,0,86,np.float64(0.19814814814814816),np.float64(-0.16944444444444445),1,0,0,1.8053133,target',86,0,86,0,155.2419372,,5,155.2316849,155.2419372,155.2419372,0.0108245,157.0370591,np.float64(0.19814814814814816),np.float64(-0.16944444444444445),1,0,0,1.8053133,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
90,0,90,np.float64(-0.2564814814814815),np.float64(-0.04722222222222222),1,0,0,1.2723171,target',90,0,90,0,164.741312,,5,164.7313855,164.741312,164.741312,0.0111298,166.0038089,np.float64(-0.2564814814814815),np.float64(-0.04722222222222222),1,0,0,1.2723171,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
91,0,91,np.float64(0.4),np.float64(0.26296296296296295),1,0,0,1.4520814,target',91,0,91,0,166.028691,,5,166.0176168,166.028691,166.028691,0.013563,167.4697728,np.float64(0.4),np.float64(0.26296296296296295),1,0,0,1.4520814,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
92,0,92,np.float64(0.2972222222222222),np.float64(-0.46574074074074073),1,0,0,2.2053012,target',92,0,92,0,167.492351,,5,167.4809465,167.492351,167.492351,0.0110262,169.6863181,np.float64(0.2972222222222222),np.float64(-0.46574074074074073),1,0,0,2.2053012,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
94,0,94,np.float64(-0.4583333333333333),np.float64(0.007407407407407408),1,0,0,1.3891848,target',94,0,94,0,170.7574379,,5,170.7468205,170.7574379,170.7574379,0.0107372,172.1360593,np.float64(-0.4583333333333333),np.float64(0.007407407407407408),1,0,0,1.3891848,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
98,0,98,np.float64(0.08148148148148149),np.float64(0.33425925925925926),1,0,0,1.6719052,target',98,0,98,0,176.6394942,,5,176.630841,176.6394942,176.6394942,0.0110465,178.3028069,np.float64(0.08148148148148149),np.float64(0.33425925925925926),1,0,0,1.6719052,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
103,0,103,np.float64(-0.43703703703703706),np.float64(-0.013888888888888888),1,0,0,1.3734002,target',103,0,103,0,184.7382136,,5,184.7289473,184.7382136,184.7382136,0.0099554,186.1024152,np.float64(-0.43703703703703706),np.float64(-0.013888888888888888),1,0,0,1.3734002,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
105,0,105,np.float64(-0.18425925925925926),np.float64(-0.31666666666666665),1,0,0,1.2240852,target',105,0,105,0,187.2532652,,5,187.2443193,187.2532652,187.2532652,0.0092446,188.4684717,np.float64(-0.18425925925925926),np.float64(-0.31666666666666665),1,0,0,1.2240852,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
106,0,106,np.float64(0.33055555555555555),np.float64(-0.06111111111111111),1,0,0,1.1566019,target',106,0,106,0,188.4893693,,5,188.4783309,188.4893693,188.4893693,0.0097352,189.6350059,np.float64(0.33055555555555555),np.float64(-0.06111111111111111),1,0,0,1.1566019,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
108,0,108,np.float64(0.19537037037037036),np.float64(-0.07962962962962963),1,0,0,1.2223663,target',108,0,108,0,191.0745326,,5,191.0629461,191.0745326,191.0745326,0.0110158,192.285373,np.float64(0.19537037037037036),np.float64(-0.07962962962962963),1,0,0,1.2223663,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
109,0,109,np.float64(0.1527777777777778),np.float64(-0.3388888888888889),1,0,0,1.1882481,target',109,0,109,0,192.3065594,,5,192.2976795,192.3065594,192.3065594,0.0122143,193.4860955,np.float64(0.1527777777777778),np.float64(-0.3388888888888889),1,0,0,1.1882481,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
111,0,111,np.float64(0.1037037037037037),np.float64(0.175),1,0,0,1.5403328,target',111,0,111,0,195.7559774,,5,195.7452501,195.7559774,195.7559774,0.0107389,197.2857337,np.float64(0.1037037037037037),np.float64(0.175),1,0,0,1.5403328,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
114,0,114,np.float64(-0.009259259259259259),np.float64(-0.33796296296296297),1,0,0,1.3055173,None,114,0,114,0,200.4366131,,5,200.4288936,200.4366131,200.4366131,0.0106834,201.7344777,np.float64(-0.009259259259259259),np.float64(-0.33796296296296297),1,0,0,1.3055173,None,2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
115,0,115,np.float64(0.3388888888888889),np.float64(0.40185185185185185),1,0,0,1.4057274,target',115,0,115,0,201.7529945,,5,201.7450817,201.7529945,201.7529945,0.0103974,203.1508623,np.float64(0.3388888888888889),np.float64(0.40185185185185185),1,0,0,1.4057274,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
122,0,122,np.float64(-0.2898148148148148),np.float64(0.27870370370370373),1,0,0,2.0711774,target',122,0,122,0,214.6047208,,5,214.5958135,214.6047208,214.6047208,0.0121341,216.6670641,np.float64(-0.2898148148148148),np.float64(0.27870370370370373),1,0,0,2.0711774,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
124,0,124,np.float64(-0.20833333333333334),np.float64(-0.35),1,0,0,2.1919264,target',124,0,124,0,218.2855963,,5,218.2757377,218.2855963,218.2855963,0.0089746,220.4678079,np.float64(-0.20833333333333334),np.float64(-0.35),1,0,0,2.1919264,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
127,0,127,np.float64(-0.35833333333333334),np.float64(0.15555555555555556),1,0,0,1.5216242,target',127,0,127,0,224.8543126,,5,224.8445424,224.8543126,224.8543126,0.0113582,226.3662468,np.float64(-0.35833333333333334),np.float64(0.15555555555555556),1,0,0,1.5216242,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
129,0,129,np.float64(-0.14351851851851852),np.float64(0.49907407407407406),1,0,0,1.4571005,target',129,0,129,0,227.9510422,,5,227.9421058,227.9510422,227.9510422,0.009419,229.3992698,np.float64(-0.14351851851851852),np.float64(0.49907407407407406),1,0,0,1.4571005,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
130,0,130,np.float64(0.3037037037037037),np.float64(-0.3925925925925926),1,0,0,2.0238665,target',130,0,130,0,229.4185787,,5,229.4089998,229.4185787,229.4185787,0.0096265,231.4329279,np.float64(0.3037037037037037),np.float64(-0.3925925925925926),1,0,0,2.0238665,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
131,0,131,np.float64(-0.06388888888888888),np.float64(0.47314814814814815),1,0,0,1.6707485,target',131,0,131,0,231.4537299,,5,231.4454021,231.4537299,231.4537299,0.012377,233.1162394,np.float64(-0.06388888888888888),np.float64(0.47314814814814815),1,0,0,1.6707485,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
134,0,134,np.float64(-0.38425925925925924),np.float64(-0.2324074074074074),1,0,0,2.1224465,target',134,0,134,0,240.2351511,,5,240.2268275,240.2351511,240.2351511,0.0110479,242.3493667,np.float64(-0.38425925925925924),np.float64(-0.2324074074074074),1,0,0,2.1224465,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
135,0,135,np.float64(-0.45555555555555555),np.float64(-0.08148148148148149),1,0,0,1.4040443,target',135,0,135,0,242.3687006,,5,242.3610314,242.3687006,242.3687006,0.0114844,243.7651592,np.float64(-0.45555555555555555),np.float64(-0.08148148148148149),1,0,0,1.4040443,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
137,0,137,np.float64(0.2564814814814815),np.float64(0.4537037037037037),1,0,0,1.7895425,target',137,0,137,0,245.9184319,,5,245.9088475,245.9184319,245.9184319,0.0106951,247.6984844,np.float64(0.2564814814814815),np.float64(0.4537037037037037),1,0,0,1.7895425,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
139,0,139,np.float64(0.2824074074074074),np.float64(0.4685185185185185),1,0,0,1.3546984,target',139,0,139,0,249.8685588,,5,249.8604466,249.8685588,249.8685588,0.0118284,251.215215,np.float64(0.2824074074074074),np.float64(0.4685185185185185),1,0,0,1.3546984,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
141,0,141,np.float64(0.09351851851851851),np.float64(-0.1814814814814815),1,0,0,1.1863493,target',141,0,141,0,254.4183779,,5,254.4111246,254.4183779,254.4183779,0.0123118,255.5975249,np.float64(0.09351851851851851),np.float64(-0.1814814814814815),1,0,0,1.1863493,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
142,0,142,np.float64(-0.4388888888888889),np.float64(-0.4842592592592593),1,0,0,2.3243377,target',142,0,142,0,255.6166635,,5,255.6069364,255.6166635,255.6166635,0.0093203,257.931342,np.float64(-0.4388888888888889),np.float64(-0.4842592592592593),1,0,0,2.3243377,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
144,0,144,np.float64(-0.08055555555555556),np.float64(-0.2),1,0,0,3.0241033,target',144,0,144,0,260.051296,,5,260.0405354,260.051296,260.051296,0.009824,263.0647289,np.float64(-0.08055555555555556),np.float64(-0.2),1,0,0,3.0241033,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
146,0,146,np.float64(-0.4425925925925926),np.float64(0.3907407407407407),1,0,0,1.8329123,target',146,0,146,0,265.8242536,,5,265.8143997,265.8242536,265.8242536,0.0163148,267.6473771,np.float64(-0.4425925925925926),np.float64(0.3907407407407407),1,0,0,1.8329123,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
147,0,147,np.float64(0.4083333333333333),np.float64(0.1388888888888889),1,0,0,1.6221297,target',147,0,147,0,267.668578,,5,267.6584758,267.668578,267.668578,0.0109688,269.280745,np.float64(0.4083333333333333),np.float64(0.1388888888888889),1,0,0,1.6221297,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
149,0,149,np.float64(0.020370370370370372),np.float64(0.4203703703703704),1,0,0,1.7898975,target',149,0,149,0,271.1158606,,5,271.107587,271.1158606,271.1158606,0.0102986,272.8976386,np.float64(0.020370370370370372),np.float64(0.4203703703703704),1,0,0,1.7898975,target',2,1,2025-09-30_15h20.33.792,Exp Visual Search,,2025.1.1,59.91137911,2025-09-30 15h20.49.430041 +0530
