thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
21,0,21,np.float64(-0.17962962962962964),np.float64(-0.43148148148148147),1,0,0,1.6753893,target',21,0,21,0,40.9569366,,5,40.9487982,40.9569366,40.9569366,0.0076834,42.6242539,np.float64(-0.17962962962962964),np.float64(-0.43148148148148147),1,0,0,1.6753893,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
22,0,22,np.float64(0.362962962962963),np.float64(0.38333333333333336),1,0,0,1.7740098,target',22,0,22,0,42.6414439,,5,42.6333202,42.6414439,42.6414439,0.008948,44.4073719,np.float64(0.362962962962963),np.float64(0.38333333333333336),1,0,0,1.7740098,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
24,0,24,np.float64(0.33796296296296297),np.float64(-0.30925925925925923),1,0,0,2.1567957,target',24,0,24,0,45.9419504,,5,45.9340818,45.9419504,45.9419504,0.0092885,48.090922,np.float64(0.33796296296296297),np.float64(-0.30925925925925923),1,0,0,2.1567957,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
26,0,26,np.float64(0.29259259259259257),np.float64(-0.17685185185185184),1,0,0,1.7224095,target',26,0,26,0,50.2264619,,5,50.2185526,50.2264619,50.2264619,0.0110056,51.9410364,np.float64(0.29259259259259257),np.float64(-0.17685185185185184),1,0,0,1.7224095,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
27,0,27,np.float64(-0.3416666666666667),np.float64(0.11851851851851852),1,0,0,1.7903286,target',27,0,27,0,51.9580019,,5,51.94992,51.9580019,51.9580019,0.0087579,53.7402968,np.float64(-0.3416666666666667),np.float64(0.11851851851851852),1,0,0,1.7903286,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
28,0,28,np.float64(0.08333333333333333),np.float64(-0.08055555555555556),1,0,0,1.6081481,target',28,0,28,0,53.757041,,5,53.7486065,53.757041,53.757041,0.0082256,55.3568094,np.float64(0.08333333333333333),np.float64(-0.08055555555555556),1,0,0,1.6081481,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
30,0,30,np.float64(-0.5),np.float64(0.1675925925925926),1,0,0,1.5087325,target',30,0,30,0,56.9563155,,5,56.9484084,56.9563155,56.9563155,0.0080993,58.4572278,np.float64(-0.5),np.float64(0.1675925925925926),1,0,0,1.5087325,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
32,0,32,np.float64(0.37592592592592594),np.float64(-0.4212962962962963),1,0,0,1.7733219,target',32,0,32,0,60.3578843,,5,60.3494682,60.3578843,60.3578843,0.009073,62.1228403,np.float64(0.37592592592592594),np.float64(-0.4212962962962963),1,0,0,1.7733219,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
33,0,33,np.float64(-0.44814814814814813),np.float64(0.4185185185185185),1,0,0,2.6197935,target',33,0,33,0,62.144161,,5,62.1363023,62.144161,62.144161,0.0133834,64.7561393,np.float64(-0.44814814814814813),np.float64(0.4185185185185185),1,0,0,2.6197935,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
35,0,35,np.float64(0.13240740740740742),np.float64(-0.13518518518518519),1,0,0,1.5712893,target',35,0,35,0,66.4587665,,5,66.4520793,66.4587665,66.4587665,0.0118603,68.0234701,np.float64(0.13240740740740742),np.float64(-0.13518518518518519),1,0,0,1.5712893,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
36,0,36,np.float64(-0.05925925925925926),np.float64(0.06296296296296296),1,0,0,1.4548497,target',36,0,36,0,68.0415346,,5,68.0344792,68.0415346,68.0415346,0.0108233,69.4893905,np.float64(-0.05925925925925926),np.float64(0.06296296296296296),1,0,0,1.4548497,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
39,0,39,np.float64(0.45925925925925926),np.float64(0.4583333333333333),1,0,0,2.3055856,target',39,0,39,0,72.5234236,,5,72.5167294,72.5234236,72.5234236,0.0106943,74.8223669,np.float64(0.45925925925925926),np.float64(0.4583333333333333),1,0,0,2.3055856,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
40,0,40,np.float64(-0.4074074074074074),np.float64(0.36203703703703705),1,0,0,1.7078406,target',40,0,40,0,74.8379032,,5,74.8305812,74.8379032,74.8379032,0.0081187,76.5384657,np.float64(-0.4074074074074074),np.float64(0.36203703703703705),1,0,0,1.7078406,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
43,0,43,np.float64(-0.4101851851851852),np.float64(-0.38796296296296295),1,0,0,3.5744902,target',43,0,43,0,79.5382075,,5,79.5314271,79.5382075,79.5382075,0.0087704,83.1060147,np.float64(-0.4101851851851852),np.float64(-0.38796296296296295),1,0,0,3.5744902,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
44,0,44,np.float64(-0.2222222222222222),np.float64(0.35462962962962963),1,0,0,1.986746,target',44,0,44,0,83.1253852,,5,83.1181615,83.1253852,83.1253852,0.0119539,85.1049597,np.float64(-0.2222222222222222),np.float64(0.35462962962962963),1,0,0,1.986746,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
47,0,47,np.float64(0.29259259259259257),np.float64(-0.1787037037037037),1,0,0,1.7206488,target',47,0,47,0,89.3094966,,5,89.3007929,89.3094966,89.3094966,0.0116379,91.0214834,np.float64(0.29259259259259257),np.float64(-0.1787037037037037),1,0,0,1.7206488,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
48,0,48,np.float64(0.412962962962963),np.float64(-0.15185185185185185),1,0,0,1.5249746,target',48,0,48,0,91.0381743,,5,91.0299906,91.0381743,91.0381743,0.0084379,92.5550606,np.float64(0.412962962962963),np.float64(-0.15185185185185185),1,0,0,1.5249746,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
50,0,50,np.float64(0.3861111111111111),np.float64(-0.3824074074074074),1,0,0,1.6537484,target',50,0,50,0,94.3762438,,5,94.3672402,94.3762438,94.3762438,0.0120571,96.0210312,np.float64(0.3861111111111111),np.float64(-0.3824074074074074),1,0,0,1.6537484,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
51,0,51,np.float64(-0.33611111111111114),np.float64(-0.04351851851851852),1,0,0,1.7757865,target',51,0,51,0,96.0368971,,5,96.0288048,96.0368971,96.0368971,0.007714,97.8046725,np.float64(-0.33611111111111114),np.float64(-0.04351851851851852),1,0,0,1.7757865,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
52,0,52,np.float64(0.20092592592592592),np.float64(0.09444444444444444),1,0,0,1.5732318,target',52,0,52,0,97.8223805,,5,97.8145507,97.8223805,97.8223805,0.0097089,99.3878535,np.float64(0.20092592592592592),np.float64(0.09444444444444444),1,0,0,1.5732318,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
54,0,54,np.float64(-0.06851851851851852),np.float64(0.375),1,0,0,1.2220792,target',54,0,54,0,100.9058915,,5,100.8985306,100.9058915,100.9058915,0.010198,102.1206551,np.float64(-0.06851851851851852),np.float64(0.375),1,0,0,1.2220792,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
55,0,55,np.float64(-0.25555555555555554),np.float64(-0.18611111111111112),1,0,0,1.5753318,target',55,0,55,0,102.1368378,,5,102.1286182,102.1368378,102.1368378,0.0078942,103.7039947,np.float64(-0.25555555555555554),np.float64(-0.18611111111111112),1,0,0,1.5753318,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
58,0,58,np.float64(0.29259259259259257),np.float64(0.09907407407407408),1,0,0,1.524917,target',58,0,58,0,110.4528554,,5,110.4458096,110.4528554,110.4528554,0.0088153,111.9708329,np.float64(0.29259259259259257),np.float64(0.09907407407407408),1,0,0,1.524917,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
61,0,61,np.float64(-0.37777777777777777),np.float64(-0.3592592592592593),1,0,0,1.7591429,target',61,0,61,0,115.8687812,,5,115.8606577,115.8687812,115.8687812,0.0073896,117.6198459,np.float64(-0.37777777777777777),np.float64(-0.3592592592592593),1,0,0,1.7591429,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
71,0,71,np.float64(0.14722222222222223),np.float64(0.4324074074074074),1,0,0,1.5911987,target',71,0,71,0,134.9676859,,5,134.9606298,134.9676859,134.9676859,0.0083634,136.5518728,np.float64(0.14722222222222223),np.float64(0.4324074074074074),1,0,0,1.5911987,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
72,0,72,np.float64(0.4212962962962963),np.float64(0.09907407407407408),1,0,0,1.5482589,target',72,0,72,0,136.579422,,5,136.5713532,136.579422,136.579422,0.0194172,138.119754,np.float64(0.4212962962962963),np.float64(0.09907407407407408),1,0,0,1.5482589,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
74,0,74,np.float64(0.26851851851851855),np.float64(-0.1574074074074074),1,0,0,1.5892861,target',74,0,74,0,139.7692732,,5,139.7624244,139.7692732,139.7692732,0.0101774,141.351762,np.float64(0.26851851851851855),np.float64(-0.1574074074074074),1,0,0,1.5892861,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
75,0,75,np.float64(-0.30277777777777776),np.float64(0.337037037037037),1,0,0,1.7078624,target',75,0,75,0,141.367608,,5,141.3606904,141.367608,141.367608,0.0088418,143.0686346,np.float64(-0.30277777777777776),np.float64(0.337037037037037),1,0,0,1.7078624,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
76,0,76,np.float64(-0.46296296296296297),np.float64(-0.044444444444444446),1,0,0,1.7212454,target',76,0,76,0,143.0866448,,5,143.0797378,143.0866448,143.0866448,0.01094,144.801027,np.float64(-0.46296296296296297),np.float64(-0.044444444444444446),1,0,0,1.7212454,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
78,0,78,np.float64(0.17592592592592593),np.float64(-0.05),1,0,0,1.9036015,target',78,0,78,0,147.2227007,,5,147.2148345,147.2227007,147.2227007,0.0135426,149.1185271,np.float64(0.17592592592592593),np.float64(-0.05),1,0,0,1.9036015,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
79,0,79,np.float64(0.2037037037037037),np.float64(-0.4388888888888889),1,0,0,1.8872021,target',79,0,79,0,149.1958781,,5,149.130523,149.1958781,149.1958781,0.0118083,151.0178249,np.float64(0.2037037037037037),np.float64(-0.4388888888888889),1,0,0,1.8872021,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
84,0,84,np.float64(-0.362962962962963),np.float64(0.06388888888888888),1,0,0,2.5047665,target',84,0,84,0,159.5857189,,5,159.5788664,159.5857189,159.5857189,0.010262,162.083674,np.float64(-0.362962962962963),np.float64(0.06388888888888888),1,0,0,2.5047665,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
87,0,87,np.float64(0.053703703703703705),np.float64(-0.17314814814814813),1,0,0,2.0429109,target',87,0,87,0,165.6327906,,5,165.6246833,165.6327906,165.6327906,0.0077435,167.667693,np.float64(0.053703703703703705),np.float64(-0.17314814814814813),1,0,0,2.0429109,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
88,0,88,np.float64(-0.2611111111111111),np.float64(0.23148148148148148),1,0,0,2.9727924,target',88,0,88,0,167.685076,,5,167.6770415,167.685076,167.685076,0.0091506,170.6498865,np.float64(-0.2611111111111111),np.float64(0.23148148148148148),1,0,0,2.9727924,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
89,0,89,np.float64(0.21296296296296297),np.float64(-0.1685185185185185),1,0,0,1.5573256,target',89,0,89,0,170.6667749,,5,170.6596869,170.6667749,170.6667749,0.0097129,172.2171175,np.float64(0.21296296296296297),np.float64(-0.1685185185185185),1,0,0,1.5573256,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
90,0,90,np.float64(0.38425925925925924),np.float64(0.2518518518518518),1,0,0,1.67011,target',90,0,90,0,172.2370032,,5,172.2295143,172.2370032,172.2370032,0.0121839,173.8996689,np.float64(0.38425925925925924),np.float64(0.2518518518518518),1,0,0,1.67011,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
91,0,91,np.float64(-0.08981481481481482),np.float64(-0.06666666666666667),1,0,0,2.2746357,target',91,0,91,0,173.9159586,,5,173.9083768,173.9159586,173.9159586,0.0086279,176.1830711,np.float64(-0.08981481481481482),np.float64(-0.06666666666666667),1,0,0,2.2746357,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
94,0,94,np.float64(0.0787037037037037),np.float64(-0.05740740740740741),1,0,0,1.3032565,target',94,0,94,0,179.2703937,,5,179.2624216,179.2703937,179.2703937,0.0116714,180.565736,np.float64(0.0787037037037037),np.float64(-0.05740740740740741),1,0,0,1.3032565,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
96,0,96,np.float64(-0.10648148148148148),np.float64(-0.06944444444444445),1,0,0,1.4719963,target',96,0,96,0,183.6688594,,5,183.6608594,183.6688594,183.6688594,0.0104803,185.132942,np.float64(-0.10648148148148148),np.float64(-0.06944444444444445),1,0,0,1.4719963,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
97,0,97,np.float64(-0.23333333333333334),np.float64(0.337037037037037),1,0,0,1.8716528,target',97,0,97,0,185.1523205,,5,185.1449013,185.1523205,185.1523205,0.0117863,187.0166582,np.float64(-0.23333333333333334),np.float64(0.337037037037037),1,0,0,1.8716528,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
98,0,98,np.float64(0.375),np.float64(-0.0824074074074074),1,0,0,1.6023008,target',98,0,98,0,187.037979,,5,187.0296959,187.037979,187.037979,0.0128363,188.632045,np.float64(0.375),np.float64(-0.0824074074074074),1,0,0,1.6023008,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
103,0,103,np.float64(0.18888888888888888),np.float64(-0.46296296296296297),1,0,0,2.3245969,target',103,0,103,0,199.0150113,,5,199.0066887,199.0150113,199.0150113,0.0082433,201.3313326,np.float64(0.18888888888888888),np.float64(-0.46296296296296297),1,0,0,2.3245969,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
104,0,104,np.float64(0.2851851851851852),np.float64(-0.2833333333333333),1,0,0,1.6419877,target',104,0,104,0,201.3471828,,5,201.3393557,201.3471828,201.3471828,0.0079589,202.9814236,np.float64(0.2851851851851852),np.float64(-0.2833333333333333),1,0,0,1.6419877,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
109,0,109,np.float64(0.2851851851851852),np.float64(-0.3175925925925926),1,0,0,1.8570738,target',109,0,109,0,211.3319271,,5,211.3239441,211.3319271,211.3319271,0.0096147,213.1810521,np.float64(0.2851851851851852),np.float64(-0.3175925925925926),1,0,0,1.8570738,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
110,0,110,np.float64(0.3277777777777778),np.float64(-0.3101851851851852),1,0,0,1.1407976,target',110,0,110,0,213.1980704,,5,213.1893575,213.1980704,213.1980704,0.0082495,214.3301931,np.float64(0.3277777777777778),np.float64(-0.3101851851851852),1,0,0,1.1407976,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
111,0,111,np.float64(0.25925925925925924),np.float64(0.2972222222222222),1,0,0,2.6579333,target',111,0,111,0,214.3474984,,5,214.3391907,214.3474984,214.3474984,0.0089226,216.9971712,np.float64(0.25925925925925924),np.float64(0.2972222222222222),1,0,0,2.6579333,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
113,0,113,np.float64(-0.4935185185185185),np.float64(0.47129629629629627),1,0,0,2.7751956,target',113,0,113,0,219.1626181,,5,219.1549818,219.1626181,219.1626181,0.0079837,221.9302975,np.float64(-0.4935185185185185),np.float64(0.47129629629629627),1,0,0,2.7751956,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
114,0,114,np.float64(0.125),np.float64(0.007407407407407408),1,0,0,1.7908437,target',114,0,114,0,221.9470247,,5,221.9394002,221.9470247,221.9470247,0.0089028,223.7303203,np.float64(0.125),np.float64(0.007407407407407408),1,0,0,1.7908437,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
116,0,116,np.float64(0.44907407407407407),np.float64(0.016666666666666666),1,0,0,1.7229726,target',116,0,116,0,225.9819974,,5,225.9738291,225.9819974,225.9819974,0.0100675,227.6968664,np.float64(0.44907407407407407),np.float64(0.016666666666666666),1,0,0,1.7229726,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
117,0,117,np.float64(0.35462962962962963),np.float64(-0.27037037037037037),1,0,0,1.4032427,target',117,0,117,0,227.7170495,,5,227.7093604,227.7170495,227.7170495,0.0123748,229.1126522,np.float64(0.35462962962962963),np.float64(-0.27037037037037037),1,0,0,1.4032427,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
118,0,118,np.float64(0.25925925925925924),np.float64(0.1537037037037037),1,0,0,1.3747004,target',118,0,118,0,229.1283612,,5,229.120833,229.1283612,229.1283612,0.0081011,230.4955824,np.float64(0.25925925925925924),np.float64(0.1537037037037037),1,0,0,1.3747004,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
119,0,119,np.float64(0.4462962962962963),np.float64(-0.21481481481481482),1,0,0,1.6752513,target',119,0,119,0,230.5116356,,5,230.5037764,230.5116356,230.5116356,0.0081181,232.1790728,np.float64(0.4462962962962963),np.float64(-0.21481481481481482),1,0,0,1.6752513,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
120,0,120,np.float64(0.1527777777777778),np.float64(0.011111111111111112),1,0,0,1.3761612,target',120,0,120,0,232.1951772,,5,232.1870851,232.1951772,232.1951772,0.0079317,233.5633435,np.float64(0.1527777777777778),np.float64(0.011111111111111112),1,0,0,1.3761612,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
122,0,122,np.float64(0.11944444444444445),np.float64(0.35833333333333334),1,0,0,1.5092573,target',122,0,122,0,234.9949328,,5,234.9869619,234.9949328,234.9949328,0.0075619,236.4962668,np.float64(0.11944444444444445),np.float64(0.35833333333333334),1,0,0,1.5092573,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
123,0,123,np.float64(0.34444444444444444),np.float64(-0.016666666666666666),1,0,0,1.5573913,target',123,0,123,0,236.5122245,,5,236.5048401,236.5122245,236.5122245,0.0084895,238.0622758,np.float64(0.34444444444444444),np.float64(-0.016666666666666666),1,0,0,1.5573913,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
124,0,124,np.float64(-0.3648148148148148),np.float64(-0.37037037037037035),1,0,0,1.6761134,target',124,0,124,0,238.0780139,,5,238.0700147,238.0780139,238.0780139,0.0076663,239.7462196,np.float64(-0.3648148148148148),np.float64(-0.37037037037037035),1,0,0,1.6761134,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
