thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
127,0,127,np.float64(0.21851851851851853),np.float64(0.21203703703703702),1,0,0,1.2066944,target',127,0,127,0,243.5306517,,5,243.5219424,243.5306517,243.5306517,0.0094052,244.7286815,np.float64(0.21851851851851853),np.float64(0.21203703703703702),1,0,0,1.2066944,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
134,0,134,np.float64(-0.22037037037037038),np.float64(-0.08981481481481482),1,0,0,1.8069354,target',134,0,134,0,256.2623871,,5,256.2541937,256.2623871,256.2623871,0.0093905,258.0611783,np.float64(-0.22037037037037038),np.float64(-0.08981481481481482),1,0,0,1.8069354,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
139,0,139,np.float64(-0.08888888888888889),np.float64(-0.11296296296296296),1,0,0,1.9040152,target',139,0,139,0,264.148959,,5,264.1400429,264.148959,264.148959,0.0123612,266.0441048,np.float64(-0.08888888888888889),np.float64(-0.11296296296296296),1,0,0,1.9040152,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
141,0,141,np.float64(-0.4759259259259259),np.float64(-0.15462962962962962),1,0,0,1.9571272,target',141,0,141,0,268.1614549,,5,268.1534074,268.1614549,268.1614549,0.0090682,270.1105903,np.float64(-0.4759259259259259),np.float64(-0.15462962962962962),1,0,0,1.9571272,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
142,0,142,np.float64(0.40185185185185185),np.float64(0.39166666666666666),1,0,0,2.1246115,target',142,0,142,0,270.1262456,,5,270.1188731,270.1262456,270.1262456,0.0081798,272.2435307,np.float64(0.40185185185185185),np.float64(0.39166666666666666),1,0,0,2.1246115,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
144,0,144,np.float64(0.08611111111111111),np.float64(-0.37962962962962965),1,0,0,1.973265,target',144,0,144,0,274.9948955,,5,274.9869095,274.9948955,274.9948955,0.0095212,276.9602357,np.float64(0.08611111111111111),np.float64(-0.37962962962962965),1,0,0,1.973265,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
146,0,146,np.float64(0.475),np.float64(-0.4083333333333333),1,0,0,2.0732058,target',146,0,146,0,280.2605074,,5,280.2531493,280.2605074,280.2605074,0.0091768,282.3263988,np.float64(0.475),np.float64(-0.4083333333333333),1,0,0,2.0732058,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
148,0,148,np.float64(0.22314814814814815),np.float64(-0.18518518518518517),1,0,0,1.705089,target',148,0,148,0,283.9292676,,5,283.9212248,283.9292676,283.9292676,0.0103059,285.6263798,np.float64(0.22314814814814815),np.float64(-0.18518518518518517),1,0,0,1.705089,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
149,0,149,np.float64(0.3074074074074074),np.float64(0.4212962962962963),1,0,0,2.8060819,target',149,0,149,0,285.6444832,,5,285.6362062,285.6444832,285.6444832,0.0096991,288.4423357,np.float64(0.3074074074074074),np.float64(0.4212962962962963),1,0,0,2.8060819,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
151,0,151,np.float64(-0.21388888888888888),np.float64(0.32314814814814813),1,0,0,1.7903361,target',151,0,151,0,290.6268216,,5,290.6185933,290.6268216,290.6268216,0.0084727,292.4089766,np.float64(-0.21388888888888888),np.float64(0.32314814814814813),1,0,0,1.7903361,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
152,0,152,np.float64(0.3925925925925926),np.float64(0.2064814814814815),1,0,0,1.5557454,target',152,0,152,0,292.4288805,,5,292.4204072,292.4288805,292.4288805,0.0113579,293.9761972,np.float64(0.3925925925925926),np.float64(0.2064814814814815),1,0,0,1.5557454,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
154,0,154,np.float64(-0.18333333333333332),np.float64(-0.4305555555555556),1,0,0,2.9385204,target',154,0,154,0,296.1444369,,5,296.1368834,296.1444369,296.1444369,0.010766,299.0754579,np.float64(-0.18333333333333332),np.float64(-0.4305555555555556),1,0,0,2.9385204,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
155,0,155,np.float64(0.23148148148148148),np.float64(0.18611111111111112),1,0,0,1.8075983,target',155,0,155,0,299.0929704,,5,299.0845098,299.0929704,299.0929704,0.008978,300.8921644,np.float64(0.23148148148148148),np.float64(0.18611111111111112),1,0,0,1.8075983,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
157,0,157,np.float64(-0.09537037037037037),np.float64(-0.05185185185185185),1,0,0,1.6028639,target',157,0,157,0,302.4165978,,5,302.4065131,302.4165978,302.4165978,0.014596,304.0094078,np.float64(-0.09537037037037037),np.float64(-0.05185185185185185),1,0,0,1.6028639,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
158,0,158,np.float64(0.30462962962962964),np.float64(-0.35185185185185186),1,0,0,1.5731034,target',158,0,158,0,304.0266294,,5,304.0185396,304.0266294,304.0266294,0.0090411,305.5917005,np.float64(0.30462962962962964),np.float64(-0.35185185185185186),1,0,0,1.5731034,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
161,0,161,np.float64(0.1111111111111111),np.float64(-0.06666666666666667),1,0,0,1.4884476,target',161,0,161,0,309.9117492,,5,309.9034968,309.9117492,309.9117492,0.0115853,311.3919745,np.float64(0.1111111111111111),np.float64(-0.06666666666666667),1,0,0,1.4884476,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
162,0,162,np.float64(0.18981481481481483),np.float64(0.046296296296296294),1,0,0,1.3552842,target',162,0,162,0,311.4106863,,5,311.4024705,311.4106863,311.4106863,0.0104246,312.7577987,np.float64(0.18981481481481483),np.float64(0.046296296296296294),1,0,0,1.3552842,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
163,0,163,np.float64(0.14722222222222223),np.float64(0.4601851851851852),1,0,0,2.14209,target',163,0,163,0,312.7741202,,5,312.76602,312.7741202,312.7741202,0.008157,314.9081909,np.float64(0.14722222222222223),np.float64(0.4601851851851852),1,0,0,2.14209,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
164,0,164,np.float64(-0.25833333333333336),np.float64(-0.30092592592592593),1,0,0,1.9551969,target',164,0,164,0,314.9271879,,5,314.9189737,314.9271879,314.9271879,0.0106402,316.8742587,np.float64(-0.25833333333333336),np.float64(-0.30092592592592593),1,0,0,1.9551969,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
165,0,165,np.float64(0.3435185185185185),np.float64(-0.32407407407407407),1,0,0,2.086851,target',165,0,165,0,316.8952642,,5,316.8870064,316.8952642,316.8952642,0.0125779,318.9739039,np.float64(0.3435185185185185),np.float64(-0.32407407407407407),1,0,0,2.086851,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
166,0,166,np.float64(0.004629629629629629),np.float64(-0.17037037037037037),1,0,0,1.3925037,target',166,0,166,0,318.9897729,,5,318.9814888,318.9897729,318.9897729,0.007511,320.3740466,np.float64(0.004629629629629629),np.float64(-0.17037037037037037),1,0,0,1.3925037,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
167,0,167,np.float64(-0.06759259259259259),np.float64(0.35185185185185186),1,0,0,1.9741899,target',167,0,167,0,320.3916276,,5,320.3838362,320.3916276,320.3916276,0.0096985,322.3581304,np.float64(-0.06759259259259259),np.float64(0.35185185185185186),1,0,0,1.9741899,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
168,0,168,np.float64(-0.4074074074074074),np.float64(0.125),1,0,0,1.9386735,target',168,0,168,0,322.3765824,,5,322.3687123,322.3765824,322.3765824,0.0103721,324.3074604,np.float64(-0.4074074074074074),np.float64(0.125),1,0,0,1.9386735,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
172,0,172,np.float64(0.21944444444444444),np.float64(-0.15925925925925927),1,0,0,1.7875544,target',172,0,172,0,331.6448164,,5,331.636676,331.6448164,331.6448164,0.0116428,333.4243403,np.float64(0.21944444444444444),np.float64(-0.15925925925925927),1,0,0,1.7875544,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
174,0,174,np.float64(-0.14351851851851852),np.float64(-0.43333333333333335),1,0,0,2.3102379,target',174,0,174,0,336.3048545,,5,336.2973729,336.3048545,336.3048545,0.01237,338.6077212,np.float64(-0.14351851851851852),np.float64(-0.43333333333333335),1,0,0,2.3102379,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
175,0,175,np.float64(-0.14722222222222223),np.float64(-0.08333333333333333),1,0,0,1.7048813,target',175,0,175,0,338.6271266,,5,338.6190101,338.6271266,338.6271266,0.0110706,340.3240031,np.float64(-0.14722222222222223),np.float64(-0.08333333333333333),1,0,0,1.7048813,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
179,0,179,np.float64(0.35555555555555557),np.float64(-0.4185185185185185),1,0,0,2.4262619,target',179,0,179,0,347.4062933,,5,347.3966346,347.4062933,347.4062933,0.0121809,349.823008,np.float64(0.35555555555555557),np.float64(-0.4185185185185185),1,0,0,2.4262619,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
180,0,180,np.float64(0.09814814814814815),np.float64(0.004629629629629629),1,0,0,1.8067484,target',180,0,180,0,349.8409089,,5,349.8330158,349.8409089,349.8409089,0.0097834,351.6398791,np.float64(0.09814814814814815),np.float64(0.004629629629629629),1,0,0,1.8067484,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
181,0,181,np.float64(0.47685185185185186),np.float64(-0.4444444444444444),1,0,0,1.945251,target',181,0,181,0,351.6705038,,5,351.6615613,351.6705038,351.6705038,0.0214683,353.6069218,np.float64(0.47685185185185186),np.float64(-0.4444444444444444),1,0,0,1.945251,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
182,0,182,np.float64(0.06944444444444445),np.float64(-0.18888888888888888),1,0,0,1.8842374,target',182,0,182,0,353.629144,,5,353.6209531,353.629144,353.629144,0.0138133,355.5052356,np.float64(0.06944444444444445),np.float64(-0.18888888888888888),1,0,0,1.8842374,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
184,0,184,np.float64(0.15),np.float64(0.4305555555555556),1,0,0,1.7865973,target',184,0,184,0,357.7273914,,5,357.719701,357.7273914,357.7273914,0.0296512,359.5064058,np.float64(0.15),np.float64(0.4305555555555556),1,0,0,1.7865973,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
185,0,185,np.float64(-0.07222222222222222),np.float64(-0.4462962962962963),1,0,0,2.8548227,target',185,0,185,0,359.5421005,,5,359.5341743,359.5421005,359.5421005,0.0275476,362.3891038,np.float64(-0.07222222222222222),np.float64(-0.4462962962962963),1,0,0,2.8548227,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
190,0,190,np.float64(0.36203703703703705),np.float64(-0.40555555555555556),1,0,0,2.1870203,target',190,0,190,0,372.9436644,,5,372.9334194,372.9436644,372.9436644,0.0168119,375.1204834,np.float64(0.36203703703703705),np.float64(-0.40555555555555556),1,0,0,2.1870203,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
191,0,191,np.float64(-0.05),np.float64(0.4527777777777778),1,0,0,3.491833,target',191,0,191,0,375.1373333,,5,375.1298735,375.1373333,375.1373333,0.0093185,378.6218245,np.float64(-0.05),np.float64(0.4527777777777778),1,0,0,3.491833,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
192,0,192,np.float64(0.4824074074074074),np.float64(-0.28055555555555556),1,0,0,2.1881005,target',192,0,192,0,378.6424257,,5,378.6341845,378.6424257,378.6424257,0.0121152,380.8224553,np.float64(0.4824074074074074),np.float64(-0.28055555555555556),1,0,0,2.1881005,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
193,0,193,np.float64(-0.49074074074074076),np.float64(-0.017592592592592594),1,0,0,3.1705218,target',193,0,193,0,380.8431024,,5,380.8341832,380.8431024,380.8431024,0.0113899,384.0048165,np.float64(-0.49074074074074076),np.float64(-0.017592592592592594),1,0,0,3.1705218,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
195,0,195,np.float64(-0.31203703703703706),np.float64(-0.2212962962962963),1,0,0,1.6386281,target',195,0,195,0,386.2071306,,5,386.1993947,386.2071306,386.2071306,0.0117212,387.838132,np.float64(-0.31203703703703706),np.float64(-0.2212962962962963),1,0,0,1.6386281,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
198,0,198,np.float64(-0.06111111111111111),np.float64(0.4046296296296296),1,0,0,2.1731533,target',198,0,198,0,394.9256435,,5,394.9145354,394.9256435,394.9256435,0.0100355,397.0878128,np.float64(-0.06111111111111111),np.float64(0.4046296296296296),1,0,0,2.1731533,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
199,0,199,np.float64(-0.25462962962962965),np.float64(-0.3962962962962963),1,0,0,2.3373971,target',199,0,199,0,397.1100881,,5,397.0998246,397.1100881,397.1100881,0.011788,399.4373261,np.float64(-0.25462962962962965),np.float64(-0.3962962962962963),1,0,0,2.3373971,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
0,0,0,np.float64(0.22870370370370371),np.float64(0.028703703703703703),1,0,0,2.0665911,target',0,0,0,0,0.0398365,,10,0.0276633,0.0398365,0.0398365,0.0276834,2.0943099,np.float64(0.22870370370370371),np.float64(0.028703703703703703),1,0,0,2.0665911,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
4,0,4,np.float64(-0.41759259259259257),np.float64(0.18796296296296297),1,0,0,1.7151419,target',4,0,4,0,8.806973,,10,8.7949378,8.806973,8.806973,0.0187043,10.5101761,np.float64(-0.41759259259259257),np.float64(0.18796296296296297),1,0,0,1.7151419,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
5,0,5,np.float64(0.11944444444444445),np.float64(0.27685185185185185),1,0,0,1.7126422,target',5,0,5,0,10.5393755,,10,10.5304559,10.5393755,10.5393755,0.0200335,12.2431665,np.float64(0.11944444444444445),np.float64(0.27685185185185185),1,0,0,1.7126422,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
8,0,8,np.float64(0.4537037037037037),np.float64(-0.34444444444444444),1,0,0,2.7660015,target',8,0,8,0,16.3849183,,10,16.3763571,16.3849183,16.3849183,0.0169273,19.1424539,np.float64(0.4537037037037037),np.float64(-0.34444444444444444),1,0,0,2.7660015,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
10,0,10,np.float64(0.07314814814814814),np.float64(0.2916666666666667),1,0,0,1.8483645,target',10,0,10,0,20.9359375,,10,20.9270738,20.9359375,20.9359375,0.0175626,22.77548,np.float64(0.07314814814814814),np.float64(0.2916666666666667),1,0,0,1.8483645,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
11,0,11,np.float64(-0.24444444444444444),np.float64(-0.4564814814814815),1,0,0,2.5841442,target',11,0,11,0,22.8010017,,10,22.7916875,22.8010017,22.8010017,0.01612,25.3759202,np.float64(-0.24444444444444444),np.float64(-0.4564814814814815),1,0,0,2.5841442,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
15,0,15,np.float64(-0.2657407407407407),np.float64(0.375),1,0,0,1.2808908,target',15,0,15,0,30.3879997,,10,30.3770259,30.3879997,30.3879997,0.018121,31.6579767,np.float64(-0.2657407407407407),np.float64(0.375),1,0,0,1.2808908,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
16,0,16,np.float64(-0.2962962962962963),np.float64(-0.2972222222222222),1,0,0,1.6687966,target',16,0,16,0,31.6838478,,10,31.6732626,31.6838478,31.6838478,0.0151848,33.3421469,np.float64(-0.2962962962962963),np.float64(-0.2972222222222222),1,0,0,1.6687966,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
17,0,17,np.float64(0.2953703703703704),np.float64(-0.35185185185185186),1,0,0,1.9484126,target',17,0,17,0,33.3713423,,10,33.3595746,33.3713423,33.3713423,0.0170806,35.308038,np.float64(0.2953703703703704),np.float64(-0.35185185185185186),1,0,0,1.9484126,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
18,0,18,np.float64(-0.3287037037037037),np.float64(-0.2212962962962963),1,0,0,2.3171302,target',18,0,18,0,35.335779,,10,35.3246677,35.335779,35.335779,0.0165186,37.6418904,np.float64(-0.3287037037037037),np.float64(-0.2212962962962963),1,0,0,2.3171302,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
23,0,23,np.float64(0.14722222222222223),np.float64(0.3962962962962963),1,0,0,1.4906062,target',23,0,23,0,44.4447623,,10,44.4339865,44.4447623,44.4447623,0.0265423,45.9246524,np.float64(0.14722222222222223),np.float64(0.3962962962962963),1,0,0,1.4906062,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
25,0,25,np.float64(0.4166666666666667),np.float64(-0.09907407407407408),1,0,0,2.1012448,target',25,0,25,0,48.1164223,,10,48.1059559,48.1164223,48.1164223,0.0149805,50.2073099,np.float64(0.4166666666666667),np.float64(-0.09907407407407408),1,0,0,2.1012448,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
29,0,29,np.float64(-0.09351851851851851),np.float64(0.11018518518518519),1,0,0,1.5679042,target',29,0,29,0,55.3826521,,10,55.3722552,55.3826521,55.3826521,0.0153421,56.9402074,np.float64(-0.09351851851851851),np.float64(0.11018518518518519),1,0,0,1.5679042,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
31,0,31,np.float64(-0.04814814814814815),np.float64(-0.4064814814814815),1,0,0,1.8666117,target',31,0,31,0,58.4850845,,10,58.4736134,58.4850845,58.4850845,0.0162032,60.3402769,np.float64(-0.04814814814814815),np.float64(-0.4064814814814815),1,0,0,1.8666117,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
34,0,34,np.float64(0.040740740740740744),np.float64(0.25092592592592594),1,0,0,1.6672418,target',34,0,34,0,64.7823469,,10,64.7726706,64.7823469,64.7823469,0.0164512,66.4400005,np.float64(0.040740740740740744),np.float64(0.25092592592592594),1,0,0,1.6672418,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
37,0,37,np.float64(-0.19444444444444445),np.float64(0.040740740740740744),1,0,0,1.3712658,target',37,0,37,0,69.5278041,,10,69.5183388,69.5278041,69.5278041,0.0288464,70.8896653,np.float64(-0.19444444444444445),np.float64(0.040740740740740744),1,0,0,1.3712658,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
38,0,38,np.float64(-0.43703703703703706),np.float64(0.03611111111111111),1,0,0,1.6004057,target',38,0,38,0,70.9145334,,10,70.9054519,70.9145334,70.9145334,0.0156757,72.5059125,np.float64(-0.43703703703703706),np.float64(0.03611111111111111),1,0,0,1.6004057,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
41,0,41,np.float64(-0.2324074074074074),np.float64(0.38425925925925924),1,0,0,1.4840933,target',41,0,41,0,76.5634442,,10,76.5543237,76.5634442,76.5634442,0.0157864,78.0384708,np.float64(-0.2324074074074074),np.float64(0.38425925925925924),1,0,0,1.4840933,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
42,0,42,np.float64(-0.36944444444444446),np.float64(0.29074074074074074),1,0,0,1.4673879,target',42,0,42,0,78.0643937,,10,78.0550136,78.0643937,78.0643937,0.0164406,79.5224738,np.float64(-0.36944444444444446),np.float64(0.29074074074074074),1,0,0,1.4673879,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
45,0,45,np.float64(-0.2740740740740741),np.float64(-0.44907407407407407),1,0,0,2.2660159,target',45,0,45,0,85.1324235,,10,85.1223692,85.1324235,85.1324235,0.0173149,87.3884395,np.float64(-0.2740740740740741),np.float64(-0.44907407407407407),1,0,0,2.2660159,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
46,0,46,np.float64(0.15185185185185185),np.float64(-0.34074074074074073),1,0,0,1.8794612,target',46,0,46,0,87.4194223,,10,87.4093393,87.4194223,87.4194223,0.0207894,89.2889011,np.float64(0.15185185185185185),np.float64(-0.34074074074074073),1,0,0,1.8794612,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
49,0,49,np.float64(0.17777777777777778),np.float64(-0.01574074074074074),1,0,0,1.7815323,target',49,0,49,0,92.5845849,,10,92.573331,92.5845849,92.5845849,0.0180807,94.354958,np.float64(0.17777777777777778),np.float64(-0.01574074074074074),1,0,0,1.7815323,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
53,0,53,np.float64(0.03333333333333333),np.float64(0.20462962962962963),1,0,0,1.4816978,target',53,0,53,0,99.4166294,,10,99.4063928,99.4166294,99.4166294,0.0184043,100.8881926,np.float64(0.03333333333333333),np.float64(0.20462962962962963),1,0,0,1.4816978,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
56,0,56,np.float64(0.46574074074074073),np.float64(0.3175925925925926),1,0,0,3.6324091,target',56,0,56,0,103.7319403,,10,103.7216759,103.7319403,103.7319403,0.0176096,107.354181,np.float64(0.46574074074074073),np.float64(0.3175925925925926),1,0,0,3.6324091,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
57,0,57,np.float64(-0.020370370370370372),np.float64(-0.42962962962962964),1,0,0,3.0630185,target',57,0,57,0,107.3842059,,10,107.3738315,107.3842059,107.3842059,0.0194098,110.436897,np.float64(-0.020370370370370372),np.float64(-0.42962962962962964),1,0,0,3.0630185,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
59,0,59,np.float64(0.4222222222222222),np.float64(0.004629629629629629),1,0,0,1.5960363,target',59,0,59,0,112.0014677,,10,111.9911135,112.0014677,112.0014677,0.0200618,113.5872419,np.float64(0.4222222222222222),np.float64(0.004629629629629629),1,0,0,1.5960363,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
60,0,60,np.float64(-0.48148148148148145),np.float64(0.13333333333333333),1,0,0,2.2496119,target',60,0,60,0,113.6133964,,10,113.6035116,113.6133964,113.6133964,0.016046,115.8531783,np.float64(-0.48148148148148145),np.float64(0.13333333333333333),1,0,0,2.2496119,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
62,0,62,np.float64(0.026851851851851852),np.float64(0.45092592592592595),1,0,0,1.9856439,target',62,0,62,0,117.6457045,,10,117.6344242,117.6457045,117.6457045,0.0145118,119.6201711,np.float64(0.026851851851851852),np.float64(0.45092592592592595),1,0,0,1.9856439,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
63,0,63,np.float64(-0.1935185185185185),np.float64(-0.4722222222222222),1,0,0,1.9471303,target',63,0,63,0,119.6503534,,10,119.6389899,119.6503534,119.6503534,0.0185761,121.5861585,np.float64(-0.1935185185185185),np.float64(-0.4722222222222222),1,0,0,1.9471303,target',5,1,2025-09-30_16h29.34.670,Exp Visual Search,,2025.1.1,59.97843175,2025-09-30 16h29.42.325164 +0530
