Face_file,Sound_file,Face_emotion,Sound_emotion,Congruency,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,key_instruct.started,Instruction.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,trial.started,Fixation.started,Image.started,key_resp.started,Sound.started,Fixation.stopped,Image.stopped,Sound.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
Face_file/Happy.jpg,Sound_file/Anger.wav,Happy,Anger,I,a,25,7,2,a,1,6.8389,None,2,7,25,3,86.2615154,,,,,,,,86.2524861,86.2615154,86.4576366,86.4576366,86.45694607,86.7742108,88.4575405,88.4575405,93.3069668,a,1,6.8389,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Anger.jpg,Sound_file/Sad.wav,Anger,Sad,I,s,26,8,2,s,1,1.8864134,None,2,8,26,7,93.3579807,,,,,,,,93.345557,93.3579807,93.806666,93.806666,93.80630587,93.8733347,,,95.7071567,s,1,1.8864134,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Anger.jpg,Sound_file/Sad.wav,Anger,Sad,I,s,27,0,3,s,1,1.7120392,None,3,0,27,7,95.7575313,,,,,,,,95.7552566,95.7575313,96.2232792,96.2232792,96.22292407,96.273243,,,97.9401647,s,1,1.7120392,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Sad.jpg,Sound_file/Happy.wav,Sad,Happy,I,h,28,1,3,h,1,1.9865033,None,3,1,28,6,97.9995072,,,,,,,,97.9961996,97.9995072,98.4564153,98.4564153,98.45637037,98.5062657,100.4584679,100.4584679,100.4587949,h,1,1.9865033,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Happy.jpg,Sound_file/Sad.wav,Happy,Sad,I,s,29,2,3,s,1,1.9171799,None,3,2,29,8,100.624725,,,,,,,,100.6154485,100.624725,100.9732011,100.9732011,100.9725239,101.1400292,,,102.9071592,s,1,1.9171799,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Happy.jpg,Sound_file/Anger.wav,Happy,Anger,I,a,31,4,3,a,1,2.4136133,None,3,4,31,3,105.4064016,,,,,,,,105.3964203,105.4064016,105.6066832,105.6066832,105.6059945,105.9064254,107.6063469,107.6063469,108.0225179,a,1,2.4136133,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Anger.jpg,Sound_file/Happy.wav,Anger,Happy,I,h,32,5,3,h,1,2.5457571,None,3,5,32,5,108.0844732,,,,,,,,108.0724972,108.0844732,108.5224315,108.5224315,108.5225061,108.5888691,110.527046,110.527046,111.0723288,h,1,2.5457571,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Sad.jpg,Sound_file/Anger.wav,Sad,Anger,I,a,34,7,3,a,1,2.4740111,None,3,7,34,4,114.2428763,,,,,,,,114.2397681,114.2428763,114.6052718,114.6052718,114.6051613,114.7553292,116.6081898,116.6081898,117.0889486,a,1,2.4740111,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Happy.jpg,Sound_file/Anger.wav,Happy,Anger,I,a,37,1,4,a,1,2.5902732,None,4,1,37,3,123.5057783,,,,,,,,123.4959739,123.5057783,123.6385837,123.6385837,123.6376085,124.0052223,125.637676,125.637676,126.2382877,a,1,2.5902732,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Happy.jpg,Sound_file/Sad.wav,Happy,Sad,I,s,39,3,4,s,1,2.963095,None,4,3,39,8,129.4373791,,,,,,,,129.4262628,129.4373791,129.6716605,129.6716605,129.6709131,129.9382512,131.6703664,131.6703664,132.6385012,s,1,2.963095,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Sad.jpg,Sound_file/Happy.wav,Sad,Happy,I,h,40,4,4,h,1,3.545159,None,4,4,40,6,132.691766,,,,,,,,132.6792401,132.691766,133.154149,133.154149,133.153836,133.2040576,135.1560906,135.1560906,136.7041824,h,1,3.545159,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Anger.jpg,Sound_file/Happy.wav,Anger,Happy,I,h,42,6,4,h,1,2.9019254,None,4,6,42,5,139.792135,,,,,,,,139.7796729,139.792135,140.2036903,140.2036903,140.2033987,140.3036944,142.2038665,142.2038665,143.1207265,h,1,2.9019254,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Anger.jpg,Sound_file/Sad.wav,Anger,Sad,I,s,43,7,4,s,1,2.4437891,None,4,7,43,7,143.1579675,,,,,,,,143.1547044,143.1579675,143.6201848,143.6201848,143.6198889,143.6701497,145.6197319,145.6197319,146.0699044,s,1,2.4437891,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Sad.jpg,Sound_file/Anger.wav,Sad,Anger,I,a,44,8,4,a,1,2.4220975,None,4,8,44,4,146.2047132,,,,,,,,146.2011205,146.2047132,146.569974,146.569974,146.570203,146.7197953,148.5695943,148.5695943,149.0035801,a,1,2.4220975,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Happy.jpg,Sound_file/Sad.wav,Happy,Sad,I,s,45,0,5,s,1,2.96219,None,5,0,45,8,149.1820525,,,,,,,,149.1716385,149.1820525,149.503599,149.503599,149.5028726,149.6869127,151.5076365,151.5076365,152.4698292,s,1,2.96219,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Happy.jpg,Sound_file/Anger.wav,Happy,Anger,I,a,47,2,5,a,1,2.2876096,None,5,2,47,3,155.86153,,,,,,,,155.8521129,155.86153,156.0701113,156.0701113,156.0688913,156.3699094,158.068955,158.068955,158.3696822,a,1,2.2876096,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
