Face_file,Sound_file,Face_emotion,Sound_emotion,Congruency,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,key_instruct.started,Instruction.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,trial.started,Fixation.started,Image.started,key_resp.started,Sound.started,Fixation.stopped,Image.stopped,Sound.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
Face_file/Sad.jpg,Sound_file/Anger.wav,Sad,Anger,I,a,48,3,5,a,1,2.240734,None,5,3,48,4,158.5369296,,,,,,,,158.5259948,158.5369296,158.869287,158.869287,158.8690477,159.0357809,160.8688363,160.8688363,161.1194236,a,1,2.240734,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Anger.jpg,Sound_file/Sad.wav,Anger,Sad,I,s,49,4,5,s,1,2.6194175,None,5,4,49,7,161.1475263,,,,,,,,161.1449404,161.1475263,161.6189017,161.6189017,161.6187168,161.6522578,163.6187543,163.6187543,164.2523465,s,1,2.6194175,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Sad.jpg,Sound_file/Happy.wav,Sad,Happy,I,h,50,5,5,h,1,2.4240875,None,5,5,50,6,164.2891075,,,,,,,,164.285918,164.2891075,164.7522365,164.7522365,164.7519743,164.8021599,166.7538252,166.7538252,167.1856242,h,1,2.4240875,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Anger.jpg,Sound_file/Happy.wav,Anger,Happy,I,h,53,8,5,h,1,13.3543607,None,5,8,53,5,173.3219188,,,,,,,,173.3197961,173.3219188,173.7684762,173.7684762,173.7683126,173.8349972,175.7677165,175.7677165,187.1345467,h,1,13.3543607,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Anger.jpg,Sound_file/Happy.wav,Anger,Happy,I,h,55,1,6,h,1,2.4154156,None,6,1,55,5,190.2682148,,,,,,,,190.2553316,190.2682148,190.6339302,190.6339302,190.6337493,190.7838885,192.6383828,192.6383828,193.0505725,h,1,2.4154156,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Sad.jpg,Sound_file/Happy.wav,Sad,Happy,I,h,56,2,6,h,1,2.1717659,None,6,2,56,6,193.101257,,,,,,,,193.0980337,193.101257,193.550377,193.550377,193.5501106,193.6168305,195.5499836,195.5499836,195.7337512,h,1,2.1717659,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Happy.jpg,Sound_file/Anger.wav,Happy,Anger,I,a,58,4,6,a,1,2.4845091,None,6,4,58,3,198.9192836,,,,,,,,198.9089737,198.9192836,199.133943,199.133943,199.1330203,199.4340047,201.1335658,201.1335658,201.6334564,a,1,2.4845091,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Sad.jpg,Sound_file/Anger.wav,Sad,Anger,I,a,59,5,6,a,1,2.3891528,None,6,5,59,4,201.8450205,,,,,,,,201.8330554,201.8450205,202.1330312,202.1330312,202.133069,202.3498214,204.1360935,204.1360935,204.5332988,a,1,2.3891528,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Happy.jpg,Sound_file/Sad.wav,Happy,Sad,I,s,60,6,6,s,1,2.5716655,None,6,6,60,8,204.707968,,,,,,,,204.6977517,204.707968,205.0334642,205.0334642,205.0326652,205.2168505,207.0339263,207.0339263,207.6164915,s,1,2.5716655,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Anger.jpg,Sound_file/Sad.wav,Anger,Sad,I,s,62,8,6,s,1,2.4338811,None,6,8,62,7,210.7161947,,,,,,,,210.7137928,210.7161947,211.1831356,211.1831356,211.1825158,211.215979,213.1856123,213.1856123,213.6328664,s,1,2.4338811,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Sad.jpg,Sound_file/Anger.wav,Sad,Anger,I,a,64,1,7,a,1,2.3311777,None,7,1,64,4,216.6048142,,,,,,,,216.6015286,216.6048142,216.9322418,216.9322418,216.9320087,217.1155573,218.931763,218.931763,219.2656652,a,1,2.3311777,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Anger.jpg,Sound_file/Sad.wav,Anger,Sad,I,s,65,2,7,s,1,2.4667418,None,7,2,65,7,219.3008802,,,,,,,,219.297141,219.3008802,219.7654043,219.7654043,219.7651337,219.8155072,221.7649913,221.7649913,222.2485714,s,1,2.4667418,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Happy.jpg,Sound_file/Sad.wav,Happy,Sad,I,s,66,3,7,s,1,2.3609391,None,7,3,66,8,222.3986672,,,,,,,,222.3887372,222.3986672,222.74906,222.74906,222.7485683,222.8990473,224.7531473,224.7531473,225.1151367,s,1,2.3609391,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Happy.jpg,Sound_file/Anger.wav,Happy,Anger,I,a,67,4,7,a,1,2.1421686,None,7,4,67,3,225.4043616,,,,,,,,225.3955335,225.4043616,225.6157385,225.6157385,225.6148296,225.9157108,227.6171616,227.6171616,227.764843,a,1,2.1421686,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Anger.jpg,Sound_file/Happy.wav,Anger,Happy,I,h,68,5,7,h,1,2.3371353,None,7,5,68,5,227.8382229,,,,,,,,227.8264822,227.8382229,228.2650331,228.2650331,228.2645998,228.3483629,230.2645638,230.2645638,230.615577,h,1,2.3371353,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Sad.jpg,Sound_file/Happy.wav,Sad,Happy,I,h,71,8,7,h,1,6.9751352,None,7,8,71,6,236.8206438,,,,,,,,236.8184058,236.8206438,237.2974034,237.2974034,237.2974826,237.3309218,239.2971376,239.2971376,244.2807333,h,1,6.9751352,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Anger.jpg,Sound_file/Sad.wav,Anger,Sad,I,s,72,0,8,s,1,2.5255841,None,8,0,72,7,244.3178593,,,,,,,,244.3146203,244.3178593,244.7807416,244.7807416,244.780509,244.8305947,246.7857792,246.7857792,247.3143429,s,1,2.5255841,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Anger.jpg,Sound_file/Happy.wav,Anger,Happy,I,h,73,1,8,h,1,4.323665,None,8,1,73,5,247.366565,,,,,,,,247.3638223,247.366565,247.8135867,247.8135867,247.8136668,247.8804006,249.8158455,249.8158455,252.1473796,h,1,4.323665,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Sad.jpg,Sound_file/Anger.wav,Sad,Anger,I,a,74,2,8,a,1,2.3232718,None,8,2,74,4,252.2938615,,,,,,,,252.2900232,252.2938615,252.6468196,252.6468196,252.6469133,252.7969936,254.6490213,254.6490213,254.9802886,a,1,2.3232718,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Happy.jpg,Sound_file/Anger.wav,Happy,Anger,I,a,76,4,8,a,1,3.4518443,None,8,4,76,3,258.1344192,,,,,,,,258.1260929,258.1344192,258.3969872,258.3969872,258.3962136,258.6471004,260.3972878,260.3972878,261.8634901,a,1,3.4518443,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Happy.jpg,Sound_file/Sad.wav,Happy,Sad,I,s,77,5,8,s,1,2.3434106,None,8,5,77,8,262.0002502,,,,,,,,261.9919404,262.0002502,262.3636899,262.3636899,262.3628843,262.5138349,264.3666308,264.3666308,264.7132876,s,1,2.3434106,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Sad.jpg,Sound_file/Happy.wav,Sad,Happy,I,h,79,7,8,h,1,2.898134,None,8,7,79,6,267.5954009,,,,,,,,267.5924061,267.5954009,268.0621118,268.0621118,268.0622133,268.0956177,270.0674266,270.0674266,270.9628224,h,1,2.898134,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Anger.jpg,Sound_file/Sad.wav,Anger,Sad,I,s,81,0,9,s,1,2.5834073,None,9,0,81,7,273.7646428,,,,,,,,273.7622964,273.7646428,274.2290449,274.2290449,274.2286339,274.2787359,276.2340501,276.2340501,276.8291729,s,1,2.5834073,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Happy.jpg,Sound_file/Sad.wav,Happy,Sad,I,s,83,2,9,s,1,2.3192941,None,9,2,83,8,280.2856079,,,,,,,,280.2772325,280.2856079,280.6453486,280.6453486,280.6449102,280.7954109,282.645206,282.645206,282.9782731,s,1,2.3192941,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Sad.jpg,Sound_file/Happy.wav,Sad,Happy,I,h,84,3,9,h,1,2.3257484,None,9,3,84,6,283.0649022,,,,,,,,283.0536535,283.0649022,283.4782002,283.4782002,283.4778144,283.5781467,285.477973,285.477973,285.8122887,h,1,2.3257484,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Happy.jpg,Sound_file/Anger.wav,Happy,Anger,I,a,85,4,9,a,1,2.3185499,None,9,4,85,3,286.0994388,,,,,,,,286.089699,286.0994388,286.3288131,286.3288131,286.3278802,286.6119416,288.3280216,288.3280216,288.6617724,a,1,2.3185499,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Anger.jpg,Sound_file/Happy.wav,Anger,Happy,I,h,87,6,9,h,1,2.9773828,None,9,6,87,5,291.5264509,,,,,,,,291.5237378,291.5264509,291.9778886,291.9778886,291.9776149,292.0277719,293.9774595,293.9774595,294.9615568,h,1,2.9773828,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Sad.jpg,Sound_file/Anger.wav,Sad,Anger,I,a,88,7,9,a,1,3.3594623,None,9,7,88,4,295.1375806,,,,,,,,295.1342445,295.1375806,295.4608888,295.4608888,295.4607097,295.6440475,297.4666381,297.4666381,298.8277755,a,1,3.3594623,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Anger.jpg,Sound_file/Happy.wav,Anger,Happy,I,h,90,0,10,h,1,2.2134417,None,10,0,90,5,301.6942697,,,,,,,,301.6914748,301.6942697,302.1436363,302.1436363,302.1437511,302.193583,304.1475058,304.1475058,304.3609632,h,1,2.2134417,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Anger.jpg,Sound_file/Sad.wav,Anger,Sad,I,s,92,2,10,s,1,2.2525025,None,10,2,92,7,307.2609372,,,,,,,,307.2588935,307.2609372,307.726694,307.726694,307.7265706,307.7602147,309.728192,309.728192,309.9938675,s,1,2.2525025,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Happy.jpg,Sound_file/Anger.wav,Happy,Anger,I,a,93,3,10,a,1,2.3176895,None,10,3,93,3,310.269034,,,,,,,,310.2581843,310.269034,310.5101751,310.5101751,310.5096623,310.7770804,312.5094431,312.5094431,312.8436691,a,1,2.3176895,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Sad.jpg,Sound_file/Happy.wav,Sad,Happy,I,h,94,4,10,h,1,2.5472681,None,10,4,94,6,312.9053401,,,,,,,,312.8932193,312.9053401,313.3598694,313.3598694,313.3595889,313.4097316,315.3595569,315.3595569,315.9100632,h,1,2.5472681,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Happy.jpg,Sound_file/Sad.wav,Happy,Sad,I,s,96,6,10,s,1,2.2575935,None,10,6,96,8,318.8666921,,,,,,,,318.8584885,318.8666921,319.2265774,319.2265774,319.2259577,319.3763824,321.2267442,321.2267442,321.4925411,s,1,2.2575935,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Sad.jpg,Sound_file/Anger.wav,Sad,Anger,I,a,97,7,10,a,1,2.3451747,None,10,7,97,4,321.6501069,,,,,,,,321.6366535,321.6501069,321.9928262,321.9928262,321.9922776,322.1594265,323.9924256,323.9924256,324.3427252,a,1,2.3451747,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Anger.jpg,Sound_file/Happy.wav,Anger,Happy,I,h,99,0,11,h,1,3.1145828,None,11,0,99,5,327.2991435,,,,,,,,327.2961338,327.2991435,327.7420755,327.7420755,327.7421709,327.808957,329.7457966,329.7457966,330.8591359,h,1,3.1145828,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Happy.jpg,Sound_file/Anger.wav,Happy,Anger,I,a,101,2,11,a,1,2.4859452,None,11,2,101,3,334.1760023,,,,,,,,334.1665699,334.1760023,334.4088041,334.4088041,334.40828,334.6755713,336.4078914,336.4078914,336.9086771,a,1,2.4859452,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Anger.jpg,Sound_file/Sad.wav,Anger,Sad,I,s,102,3,11,s,1,2.5256732,None,11,3,102,7,336.9508519,,,,,,,,336.939925,336.9508519,337.4082199,337.4082199,337.4079518,337.4582998,339.4078751,339.4078751,339.9418711,s,1,2.5256732,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Sad.jpg,Sound_file/Happy.wav,Sad,Happy,I,h,103,4,11,h,1,2.4359963,None,11,4,103,6,339.9795232,,,,,,,,339.9762364,339.9795232,340.4414341,340.4414341,340.4413539,340.4915407,342.4447702,342.4447702,342.8919655,h,1,2.4359963,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Sad.jpg,Sound_file/Anger.wav,Sad,Anger,I,a,105,6,11,a,1,2.5062231,None,11,6,105,4,345.9898668,,,,,,,,345.9779057,345.9898668,346.3244094,346.3244094,346.3241999,346.4910583,348.3268614,348.3268614,348.8414327,a,1,2.5062231,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
Face_file/Happy.jpg,Sound_file/Sad.wav,Happy,Sad,I,s,107,8,11,s,1,1.9274929,None,11,8,107,8,351.8271386,,,,,,,,351.8177613,351.8271386,352.1745485,352.1745485,352.1736421,352.341186,,,354.108092,s,1,1.9274929,None,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
,,,,,,,,,,,,,,,,,,,0.0018689,0.016205,10.7081646,space,10.6782631,None,,,,,,,,,,,,,,P2,1,2025-11-20_09h04.09.810,Final Solo Project Psy310,,2025.1.1,60.39300142,2025-11-20 09h04.38.088857 +0530
,,,,,,,,,,,2.819320892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,2.364130919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
