pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixtion.started,line1.started,line2.started,line3.started,line4.started,fixtion.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
-50,x,16,0,4,x,1,0.2782353,None,4,0,16,0,,,,,38.5099494,,38.4948538,38.5099494,39.4934378,39.4934378,39.4934378,39.4934378,39.5103134,40.4934127,40.4934127,40.7774438,x,1,0.2782353,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
150,v,17,1,4,v,1,0.2361035,None,4,1,17,1,,,,,40.7933847,,40.777916,40.7933847,41.7767874,41.7767874,41.7767874,41.7767874,41.7935105,42.7767853,42.7767853,43.027181,v,1,0.2361035,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
50,c,18,2,4,c,1,0.2499306,None,4,2,18,2,,,,,43.0434878,,43.0276244,43.0434878,44.0267579,44.0267579,44.0267579,44.0267579,44.0434452,45.0265868,45.0265868,45.2771155,c,1,0.2499306,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
-150,z,19,3,4,z,1,0.267209,None,4,3,19,3,,,,,45.2931671,,45.277552,45.2931671,46.276409,46.276409,46.276409,46.276409,46.2933548,47.2763262,47.2763262,47.5604195,z,1,0.267209,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
-50,x,20,0,5,x,1,0.4268615,None,5,0,20,0,,,,,47.5762345,,47.5608585,47.5762345,48.5597416,48.5597416,48.5597416,48.5597416,48.5764006,49.5593996,49.5593996,49.9934314,x,1,0.4268615,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
150,v,21,1,5,v,1,0.6513427,None,5,1,21,1,,,,,50.0094824,,49.993882,50.0094824,50.9928599,50.9928599,50.9928599,50.9928599,51.0094953,51.992859,51.992859,52.6601569,v,1,0.6513427,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
50,c,22,2,5,c,1,0.3374043,None,5,2,22,2,,,,,52.6760196,,52.6606063,52.6760196,53.6592752,53.6592752,53.6592752,53.6592752,53.6761995,54.6594892,54.6594892,55.00974,c,1,0.3374043,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
-150,z,23,3,5,z,1,0.2464105,None,5,3,23,3,,,,,55.0260228,,55.0101922,55.0260228,56.0092633,56.0092633,56.0092633,56.0092633,56.0260443,57.0090001,57.0090001,57.2596692,z,1,0.2464105,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
-50,x,24,0,6,x,1,0.2978101,None,6,0,24,0,,,,,57.2756497,,57.2601211,57.2756497,58.2593215,58.2593215,58.2593215,58.2593215,58.2758713,59.2591633,59.2591633,59.5597214,x,1,0.2978101,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
150,v,25,1,6,v,1,0.3361085,None,6,1,25,1,,,,,59.5759212,,59.5601773,59.5759212,60.5588601,60.5588601,60.5588601,60.5588601,60.5756717,61.559052,61.559052,61.9093026,v,1,0.3361085,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
50,c,26,2,6,c,1,0.3087749,None,6,2,26,2,,,,,61.9254228,,61.909755,61.9254228,62.9087967,62.9087967,62.9087967,62.9087967,62.9254582,63.9087555,63.9087555,64.2258999,c,1,0.3087749,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
-150,z,27,3,6,z,1,0.4449356,None,6,3,27,3,,,,,64.2421684,,64.2263517,64.2421684,65.2253909,65.2253909,65.2253909,65.2253909,65.2419903,66.2250278,66.2250278,66.6756965,z,1,0.4449356,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
-50,x,28,0,7,x,1,0.4026518,None,7,0,28,0,,,,,66.6920889,,66.6761264,66.6920889,67.675145,67.675145,67.675145,67.675145,67.691765,68.6753676,68.6753676,69.0924431,x,1,0.4026518,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
150,v,29,1,7,v,1,0.3100274,None,7,1,29,1,,,,,69.1083128,,69.0929478,69.1083128,70.1080349,70.1080349,70.1080349,70.1080349,70.1080349,71.0916814,71.0916814,71.4088577,v,1,0.3100274,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
50,c,30,2,7,c,1,0.2099197,None,7,2,30,2,,,,,71.4249159,,71.4093021,71.4249159,72.4081211,72.4081211,72.4081211,72.4081211,72.4250105,73.4084154,73.4084154,73.6254108,c,1,0.2099197,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
-150,z,31,3,7,z,1,0.1924451,None,7,3,31,3,,,,,73.6416473,,73.6258553,73.6416473,74.6248587,74.6248587,74.6248587,74.6248587,74.6413654,75.6248192,75.6248192,75.8252271,z,1,0.1924451,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
-50,x,32,0,8,x,1,0.2992284,None,8,0,32,0,,,,,75.841381,,75.8256699,75.841381,76.8243855,76.8243855,76.8243855,76.8243855,76.84142,77.8244919,77.8244919,78.1252475,x,1,0.2992284,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
150,v,33,1,8,v,1,0.4169713,None,8,1,33,1,,,,,78.1413713,,78.1257598,78.1413713,79.1246152,79.1246152,79.1246152,79.1246152,79.141046,80.1243129,80.1243129,80.5582196,v,1,0.4169713,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
50,c,34,2,8,c,1,0.2770511,None,8,2,34,2,,,,,80.5742067,,80.5586636,80.5742067,81.5578616,81.5578616,81.5578616,81.5578616,81.5742228,82.5572905,82.5572905,82.8415438,c,1,0.2770511,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
-150,z,35,3,8,z,1,0.3509182,None,8,3,35,3,,,,,82.8578454,,82.8420575,82.8578454,83.8407908,83.8407908,83.8407908,83.8407908,83.8576824,84.8407086,84.8407086,85.2082089,z,1,0.3509182,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
-50,x,36,0,9,x,1,0.3719665,None,9,0,36,0,,,,,85.2242192,,85.2086563,85.2242192,86.2237766,86.2237766,86.2237766,86.2237766,86.2237766,87.2076327,87.2076327,87.5913098,x,1,0.3719665,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
150,v,37,1,9,v,1,0.2612382,None,9,1,37,1,,,,,87.6072928,,87.5918569,87.6072928,88.5906588,88.5906588,88.5906588,88.5906588,88.6072183,89.5908645,89.5908645,89.8579218,v,1,0.2612382,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
50,c,38,2,9,c,1,0.3234532,None,9,2,38,2,,,,,89.8739495,,89.8583699,89.8739495,90.8572007,90.8572007,90.8572007,90.8572007,90.8737301,91.8570942,91.8570942,92.1911534,c,1,0.3234532,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
-150,z,39,3,9,z,1,0.3656556,None,9,3,39,3,,,,,92.207037,,92.191643,92.207037,93.2069636,93.2069636,93.2069636,93.2069636,93.2069636,94.206906,94.206906,94.5739659,z,1,0.3656556,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
-50,x,40,0,10,x,1,0.4318095,None,10,0,40,0,,,,,94.5902853,,94.574424,94.5902853,95.5735524,95.5735524,95.5735524,95.5735524,95.5899675,96.5735444,96.5735444,97.0073837,x,1,0.4318095,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
150,v,41,1,10,v,1,0.3881385,None,10,1,41,1,,,,,97.0231971,,97.0078327,97.0231971,98.0066996,98.0066996,98.0066996,98.0066996,98.0233122,99.006693,99.006693,99.4073471,v,1,0.3881385,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
50,c,42,2,10,c,1,0.484453,None,10,2,42,2,,,,,99.4232531,,99.4077982,99.4232531,100.4067118,100.4067118,100.4067118,100.4067118,100.4231332,101.4064588,101.4064588,101.907216,c,1,0.484453,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
-150,z,43,3,10,z,1,0.3522192,None,10,3,43,3,,,,,101.9229633,,101.9076667,101.9229633,102.9230518,102.9230518,102.9230518,102.9230518,102.9230518,103.9064769,103.9064769,104.2737283,z,1,0.3522192,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
-50,x,44,0,11,x,1,0.3791518,None,11,0,44,0,,,,,104.2894628,,104.2742788,104.2894628,105.2895753,105.2895753,105.2895753,105.2895753,105.2895753,106.2730524,106.2730524,106.6566795,x,1,0.3791518,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
150,v,45,1,11,v,1,0.3330287,None,11,1,45,1,,,,,106.6727321,,106.6571247,106.6727321,107.656053,107.656053,107.656053,107.656053,107.6726929,108.6561309,108.6561309,108.9899216,v,1,0.3330287,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
50,c,46,2,11,c,1,0.5577844,None,11,2,46,2,,,,,109.0061724,,108.9903765,109.0061724,109.9893677,109.9893677,109.9893677,109.9893677,110.0062524,110.989278,110.989278,111.5565721,c,1,0.5577844,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
-150,z,47,3,11,z,1,0.4991927,None,11,3,47,3,,,,,111.5725519,,111.5570156,111.5725519,112.5559687,112.5559687,112.5559687,112.5559687,112.5722867,113.5559625,113.5559625,114.0564218,z,1,0.4991927,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
-50,x,48,0,12,x,1,0.343673,None,12,0,48,0,,,,,114.0723846,,114.0568783,114.0723846,115.055556,115.055556,115.055556,115.055556,115.0723102,116.0557012,116.0557012,116.4060848,x,1,0.343673,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
150,v,49,1,12,v,1,0.430334,None,12,1,49,1,,,,,116.4223927,,116.4065282,116.4223927,117.4054119,117.4054119,117.4054119,117.4054119,117.4220335,118.4056167,118.4056167,118.8395163,v,1,0.430334,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
50,c,50,2,12,c,1,0.2750103,None,12,2,50,2,,,,,118.8556119,,118.8398856,118.8556119,119.8388241,119.8388241,119.8388241,119.8388241,119.8553196,120.8386017,120.8386017,121.1226765,c,1,0.2750103,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
-150,z,51,3,12,z,1,0.2947001,None,12,3,51,3,,,,,121.1387633,,121.123125,121.1387633,122.1218548,122.1218548,122.1218548,122.1218548,122.1384694,123.1219388,123.1219388,123.4220224,z,1,0.2947001,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
-50,x,52,0,13,x,1,0.2927211,None,13,0,52,0,,,,,123.4381846,,123.4222248,123.4381846,124.4215732,124.4215732,124.4215732,124.4215732,124.4383597,125.4215407,125.4215407,125.7226799,x,1,0.2927211,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
150,v,53,1,13,v,1,0.3134358,None,13,1,53,1,,,,,125.7382592,,125.7232877,125.7382592,126.7216573,126.7216573,126.7216573,126.7216573,126.7383647,127.7384052,127.7384052,128.0556272,v,1,0.3134358,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
50,c,54,2,13,c,1,0.0692023,None,13,2,54,2,,,,,128.0714731,,128.0560795,128.0714731,129.05499,129.05499,129.05499,129.05499,129.0714659,130.0546787,130.0546787,130.1386101,c,1,0.0692023,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
-150,z,55,3,13,z,1,0.2336698,None,13,3,55,3,,,,,130.154897,,130.1390638,130.154897,131.1381891,131.1381891,131.1381891,131.1381891,131.154579,132.138158,132.138158,132.388653,z,1,0.2336698,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
-50,x,56,0,14,x,1,0.2664796,None,14,0,56,0,,,,,132.4047271,,132.3890902,132.4047271,133.3881992,133.3881992,133.3881992,133.3881992,133.4044746,134.3878751,134.3878751,134.6550647,x,1,0.2664796,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
150,v,57,1,14,v,1,0.3135144,None,14,1,57,1,,,,,134.6710631,,134.6555244,134.6710631,135.6544707,135.6544707,135.6544707,135.6544707,135.6711586,136.654346,136.654346,136.9715828,v,1,0.3135144,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
50,c,58,2,14,c,1,0.268717,None,14,2,58,2,,,,,136.987543,,136.972036,136.987543,137.9711854,137.9711854,137.9711854,137.9711854,137.9877432,138.9709482,138.9709482,139.2546849,c,1,0.268717,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
-150,z,59,3,14,z,1,0.2782184,None,14,3,59,3,,,,,139.2709034,,139.2551324,139.2709034,140.2542795,140.2542795,140.2542795,140.2542795,140.2707137,141.2542777,141.2542777,141.537931,z,1,0.2782184,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
-50,x,60,0,15,x,1,0.302743,None,15,0,60,0,,,,,141.5540332,,141.5383852,141.5540332,142.5376415,142.5376415,142.5376415,142.5376415,142.5541256,143.5374093,143.5374093,143.854803,x,1,0.302743,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
150,v,61,1,15,v,1,0.5086955,None,15,1,61,1,,,,,143.8706709,,143.8552597,143.8706709,144.8541263,144.8541263,144.8541263,144.8541263,144.8703192,145.8701774,145.8701774,146.3879424,v,1,0.5086955,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
50,c,62,2,15,c,1,0.4035711,None,15,2,62,2,,,,,146.4038282,,146.3883851,146.4038282,147.4036248,147.4036248,147.4036248,147.4036248,147.4036248,148.3871893,148.3871893,148.8037854,c,1,0.4035711,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
-150,z,63,3,15,z,1,0.3552463,None,15,3,63,3,,,,,148.8201753,,148.8039753,148.8201753,149.8036599,149.8036599,149.8036599,149.8036599,149.8200692,150.8037271,150.8037271,151.1705858,z,1,0.3552463,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
-50,x,64,0,16,x,1,0.3122404,None,16,0,64,0,,,,,151.1869269,,151.1710366,151.1869269,152.1701739,152.1701739,152.1701739,152.1701739,152.1869188,153.1701395,153.1701395,153.4870345,x,1,0.3122404,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
150,v,65,1,16,v,1,0.5433433,None,16,1,65,1,,,,,153.5034335,,153.4874951,153.5034335,154.4867492,154.4867492,154.4867492,154.4867492,154.5033814,155.4864497,155.4864497,156.0369304,v,1,0.5433433,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
50,c,66,2,16,c,1,0.3156887,None,16,2,66,2,,,,,156.0532615,,156.0373763,156.0532615,157.0363606,157.0363606,157.0363606,157.0363606,157.053057,158.0365719,158.0365719,158.3535736,c,1,0.3156887,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
-150,z,67,3,16,z,1,0.2873527,None,16,3,67,3,,,,,158.3695361,,158.354018,158.3695361,159.3528773,159.3528773,159.3528773,159.3528773,159.3696679,160.3526499,160.3526499,160.6530127,z,1,0.2873527,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
-50,x,68,0,17,x,1,0.2610158,None,17,0,68,0,,,,,160.6691991,,160.6532355,160.6691991,161.6529148,161.6529148,161.6529148,161.6529148,161.6696233,162.6528613,162.6528613,162.9199279,x,1,0.2610158,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
150,v,69,1,17,v,1,0.2863571,None,17,1,69,1,,,,,162.9360742,,162.9203806,162.9360742,163.9194178,163.9194178,163.9194178,163.9194178,163.9363684,164.9191248,164.9191248,165.220059,v,1,0.2863571,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
50,c,70,2,17,c,1,0.3023175,None,17,2,70,2,,,,,165.2360611,,165.2205023,165.2360611,166.2191703,166.2191703,166.2191703,166.2191703,166.2360355,167.2358272,167.2358272,167.5532058,c,1,0.3023175,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
-150,z,71,3,17,z,1,0.3019669,None,17,3,71,3,,,,,167.5691172,,167.5536517,167.5691172,168.5523541,168.5523541,168.5523541,168.5523541,168.5688625,169.568924,169.568924,169.8862614,z,1,0.3019669,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
-50,x,72,0,18,x,1,0.2138844,None,18,0,72,0,,,,,169.9019132,,169.8867215,169.9019132,170.8856639,170.8856639,170.8856639,170.8856639,170.9020853,171.8855441,171.8855441,172.1031719,x,1,0.2138844,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
150,v,73,1,18,v,1,0.3185292,None,18,1,73,1,,,,,172.1188084,,172.1036226,172.1188084,173.1186191,173.1186191,173.1186191,173.1186191,173.1186191,174.1186289,174.1186289,174.452621,v,1,0.3185292,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
50,c,74,2,18,c,1,0.2874843,None,18,2,74,2,,,,,174.468744,,174.4530645,174.468744,175.4520735,175.4520735,175.4520735,175.4520735,175.46875,176.4520957,176.4520957,176.7525508,c,1,0.2874843,None,,,,,F3,1,2025-10-02_08h59.55.562,Motor sequence,,2025.1.1,59.9726045,2025-10-02 09h00.31.495488 +0530
