thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
15,0,15,np.float64(-0.3314814814814815),np.float64(0.43703703703703706),1,0,0,1.9227999,target',15,0,15,0,25.6991669,,5,25.6907845,25.6991669,25.6991669,0.0097198,27.6136407,np.float64(-0.3314814814814815),np.float64(0.43703703703703706),1,0,0,1.9227999,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
16,0,16,np.float64(-0.44537037037037036),np.float64(-0.44814814814814813),1,0,0,1.6570087,target',16,0,16,0,27.6345385,,5,27.6233935,27.6345385,27.6345385,0.0096389,29.2804926,np.float64(-0.44537037037037036),np.float64(-0.44814814814814813),1,0,0,1.6570087,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
19,0,19,np.float64(0.4981481481481482),np.float64(0.018518518518518517),1,0,0,2.0735591,target',19,0,19,0,32.6980471,,5,32.6904607,32.6980471,32.6980471,0.0096599,34.7640949,np.float64(0.4981481481481482),np.float64(0.018518518518518517),1,0,0,2.0735591,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
20,0,20,np.float64(0.4462962962962963),np.float64(-0.34629629629629627),1,0,0,1.6211773,target',20,0,20,0,34.7847047,,5,34.7766945,34.7847047,34.7847047,0.0124535,36.3979439,np.float64(0.4462962962962963),np.float64(-0.34629629629629627),1,0,0,1.6211773,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
22,0,22,np.float64(0.40925925925925927),np.float64(0.44537037037037036),1,0,0,1.9197923,target',22,0,22,0,38.6683217,,5,38.6600987,38.6683217,38.6683217,0.0133838,40.5799476,np.float64(0.40925925925925927),np.float64(0.44537037037037036),1,0,0,1.9197923,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
24,0,24,np.float64(-0.2611111111111111),np.float64(-0.23425925925925925),1,0,0,1.2572376,target',24,0,24,0,43.4996199,,5,43.4893758,43.4996199,43.4996199,0.0095728,44.7466856,np.float64(-0.2611111111111111),np.float64(-0.23425925925925925),1,0,0,1.2572376,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
26,0,26,np.float64(0.3351851851851852),np.float64(-0.04259259259259259),1,0,0,1.2879399,target',26,0,26,0,46.9176599,,5,46.9084976,46.9176599,46.9176599,0.0116977,48.1965168,np.float64(0.3351851851851852),np.float64(-0.04259259259259259),1,0,0,1.2879399,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
29,0,29,np.float64(0.1675925925925926),np.float64(0.1175925925925926),1,0,0,1.3069868,target',29,0,29,0,51.3145343,,5,51.3063055,51.3145343,51.3145343,0.009561,52.6134041,np.float64(0.1675925925925926),np.float64(0.1175925925925926),1,0,0,1.3069868,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
32,0,32,np.float64(-0.4675925925925926),np.float64(-0.1712962962962963),1,0,0,1.1225594,target',32,0,32,0,55.8144368,,5,55.8066015,55.8144368,55.8144368,0.0103389,56.9292151,np.float64(-0.4675925925925926),np.float64(-0.1712962962962963),1,0,0,1.1225594,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
35,0,35,np.float64(0.36574074074074076),np.float64(0.23055555555555557),1,0,0,1.2024488,target',35,0,35,0,60.1020069,,5,60.0936126,60.1020069,60.1020069,0.0143419,61.296164,np.float64(0.36574074074074076),np.float64(0.23055555555555557),1,0,0,1.2024488,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
36,0,36,np.float64(-0.36944444444444446),np.float64(0.175),1,0,0,1.1681923,target',36,0,36,0,61.3195211,,5,61.3111619,61.3195211,61.3195211,0.0147747,62.4794331,np.float64(-0.36944444444444446),np.float64(0.175),1,0,0,1.1681923,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
37,0,37,np.float64(0.06111111111111111),np.float64(0.3675925925925926),1,0,0,1.336613,None,37,0,37,0,62.5000786,,5,62.492102,62.5000786,62.5000786,0.0124826,63.8287789,np.float64(0.06111111111111111),np.float64(0.3675925925925926),1,0,0,1.336613,None,3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
38,0,38,np.float64(0.4777777777777778),np.float64(-0.38333333333333336),1,0,0,1.387862,None,38,0,38,0,63.8493281,,5,63.8410154,63.8493281,63.8493281,0.0121354,65.2289841,np.float64(0.4777777777777778),np.float64(-0.38333333333333336),1,0,0,1.387862,None,3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
39,0,39,np.float64(0.17314814814814813),np.float64(-0.4648148148148148),1,0,0,1.6876846,None,39,0,39,0,65.2494933,,5,65.2417405,65.2494933,65.2494933,0.0125906,66.929506,np.float64(0.17314814814814813),np.float64(-0.4648148148148148),1,0,0,1.6876846,None,3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
40,0,40,np.float64(-0.262037037037037),np.float64(0.1814814814814815),1,0,0,1.4390133,target',40,0,40,0,66.9514954,,5,66.9397369,66.9514954,66.9514954,0.0101173,68.3788591,np.float64(-0.262037037037037),np.float64(0.1814814814814815),1,0,0,1.4390133,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
41,0,41,np.float64(-0.4537037037037037),np.float64(0.1259259259259259),1,0,0,1.1174576,target',41,0,41,0,68.4027738,,5,68.3939841,68.4027738,68.4027738,0.0149262,69.5115041,np.float64(-0.4537037037037037),np.float64(0.1259259259259259),1,0,0,1.1174576,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
44,0,44,np.float64(0.03425925925925926),np.float64(-0.2175925925925926),1,0,0,1.3533005,target',44,0,44,0,72.2676227,,5,72.2583621,72.2676227,72.2676227,0.012779,73.6117561,np.float64(0.03425925925925926),np.float64(-0.2175925925925926),1,0,0,1.3533005,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
45,0,45,np.float64(-0.2777777777777778),np.float64(-0.34444444444444444),1,0,0,1.2011333,target',45,0,45,0,73.6364746,,5,73.6264088,73.6364746,73.6364746,0.0144678,74.8275937,np.float64(-0.2777777777777778),np.float64(-0.34444444444444444),1,0,0,1.2011333,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
46,0,46,np.float64(-0.2361111111111111),np.float64(0.43333333333333335),1,0,0,2.0555728,target',46,0,46,0,74.8500232,,5,74.8387382,74.8500232,74.8500232,0.0110615,76.8943566,np.float64(-0.2361111111111111),np.float64(0.43333333333333335),1,0,0,2.0555728,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
48,0,48,np.float64(-0.4842592592592593),np.float64(0.1425925925925926),1,0,0,1.5729952,target',48,0,48,0,79.5813154,,5,79.571067,79.5813154,79.5813154,0.009326,81.1441211,np.float64(-0.4842592592592593),np.float64(0.1425925925925926),1,0,0,1.5729952,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
52,0,52,np.float64(0.09444444444444444),np.float64(-0.021296296296296296),1,0,0,1.3742175,target',52,0,52,0,86.0281275,,5,86.0197003,86.0281275,86.0281275,0.0091486,87.3939984,np.float64(0.09444444444444444),np.float64(-0.021296296296296296),1,0,0,1.3742175,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
53,0,53,np.float64(0.09444444444444444),np.float64(-0.021296296296296296),1,0,0,0.3033504,None,53,0,53,0,87.416964,,5,87.407274,87.416964,87.416964,0.0131343,87.710682,np.float64(0.09444444444444444),np.float64(-0.021296296296296296),1,0,0,0.3033504,None,3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
54,0,54,np.float64(-0.25277777777777777),np.float64(0.007407407407407408),1,0,0,1.5375904,target',54,0,54,0,87.730939,,5,87.72271,87.730939,87.730939,0.011927,89.2603534,np.float64(-0.25277777777777777),np.float64(0.007407407407407408),1,0,0,1.5375904,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
55,0,55,np.float64(0.006481481481481481),np.float64(-0.3731481481481482),1,0,0,1.823511,target',55,0,55,0,89.2778709,,5,89.2699527,89.2778709,89.2778709,0.0094308,91.093526,np.float64(0.006481481481481481),np.float64(-0.3731481481481482),1,0,0,1.823511,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
57,0,57,np.float64(-0.21851851851851853),np.float64(0.08796296296296297),1,0,0,1.7731089,target',57,0,57,0,93.0622157,,5,93.0541549,93.0622157,93.0622157,0.0102712,94.8273591,np.float64(-0.21851851851851853),np.float64(0.08796296296296297),1,0,0,1.7731089,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
59,0,59,np.float64(0.4527777777777778),np.float64(0.10740740740740741),1,0,0,1.4741972,target',59,0,59,0,96.3620428,,5,96.3527308,96.3620428,96.3620428,0.0096478,97.8269949,np.float64(0.4527777777777778),np.float64(0.10740740740740741),1,0,0,1.4741972,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
62,0,62,np.float64(-0.47129629629629627),np.float64(-0.34074074074074073),1,0,0,1.590808,target',62,0,62,0,100.7633362,,5,100.7524342,100.7633362,100.7633362,0.0096787,102.3433172,np.float64(-0.47129629629629627),np.float64(-0.34074074074074073),1,0,0,1.590808,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
64,0,64,np.float64(-0.21574074074074073),np.float64(-0.39537037037037037),1,0,0,1.3736173,target',64,0,64,0,104.2946164,,5,104.2860589,104.2946164,104.2946164,0.0100264,105.6597325,np.float64(-0.21574074074074073),np.float64(-0.39537037037037037),1,0,0,1.3736173,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
68,0,68,np.float64(-0.41574074074074074),np.float64(0.3),1,0,0,2.236877,target',68,0,68,0,111.5130786,,5,111.5056409,111.5130786,111.5130786,0.0123117,113.7425756,np.float64(-0.41574074074074074),np.float64(0.3),1,0,0,2.236877,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
70,0,70,np.float64(-0.22592592592592592),np.float64(-0.46111111111111114),1,0,0,1.6564843,target',70,0,70,0,115.2287746,,5,115.2193656,115.2287746,115.2287746,0.0101199,116.8759409,np.float64(-0.22592592592592592),np.float64(-0.46111111111111114),1,0,0,1.6564843,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
74,0,74,np.float64(-0.012962962962962963),np.float64(-0.4787037037037037),1,0,0,1.8057429,target',74,0,74,0,122.962721,,5,122.9530213,122.962721,122.962721,0.0116141,124.7588373,np.float64(-0.012962962962962963),np.float64(-0.4787037037037037),1,0,0,1.8057429,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
75,0,75,np.float64(0.24259259259259258),np.float64(-0.08796296296296297),1,0,0,1.7888421,target',75,0,75,0,124.7775061,,5,124.7694276,124.7775061,124.7775061,0.0104479,126.5583267,np.float64(0.24259259259259258),np.float64(-0.08796296296296297),1,0,0,1.7888421,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
78,0,78,np.float64(-0.24722222222222223),np.float64(-0.4185185185185185),1,0,0,1.4186069,target',78,0,78,0,129.8834732,,5,129.8727192,129.8834732,129.8834732,0.0129656,131.2914214,np.float64(-0.24722222222222223),np.float64(-0.4185185185185185),1,0,0,1.4186069,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
79,0,79,np.float64(-0.18796296296296297),np.float64(-0.1388888888888889),1,0,0,1.1328859,target',79,0,79,0,131.3176218,,5,131.3082427,131.3176218,131.3176218,0.0166386,132.44119,np.float64(-0.18796296296296297),np.float64(-0.1388888888888889),1,0,0,1.1328859,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
84,0,84,np.float64(0.3824074074074074),np.float64(-0.02962962962962963),1,0,0,1.6215229,target',84,0,84,0,143.7613606,,5,143.7518985,143.7613606,143.7613606,0.0108416,145.3734776,np.float64(0.3824074074074074),np.float64(-0.02962962962962963),1,0,0,1.6215229,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
85,0,85,np.float64(-0.25925925925925924),np.float64(0.31666666666666665),1,0,0,1.9407171,target',85,0,85,0,145.3908256,,5,145.3830193,145.3908256,145.3908256,0.0094386,147.3237982,np.float64(-0.25925925925925924),np.float64(0.31666666666666665),1,0,0,1.9407171,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
88,0,88,np.float64(0.15185185185185185),np.float64(0.03425925925925926),1,0,0,1.6868914,target',88,0,88,0,152.5614936,,5,152.5535563,152.5614936,152.5614936,0.0134313,154.2405426,np.float64(0.15185185185185185),np.float64(0.03425925925925926),1,0,0,1.6868914,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
89,0,89,np.float64(0.3675925925925926),np.float64(-0.39814814814814814),1,0,0,1.4191404,target',89,0,89,0,154.2630229,,5,154.2541423,154.2630229,154.2630229,0.0134136,155.673356,np.float64(0.3675925925925926),np.float64(-0.39814814814814814),1,0,0,1.4191404,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
91,0,91,np.float64(-0.16111111111111112),np.float64(-0.2101851851851852),1,0,0,2.0217992,target',91,0,91,0,158.859379,,5,158.8510184,158.859379,158.859379,0.0111344,160.8728885,np.float64(-0.16111111111111112),np.float64(-0.2101851851851852),1,0,0,2.0217992,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
92,0,92,np.float64(-0.42592592592592593),np.float64(-0.16203703703703703),1,0,0,1.4399256,target',92,0,92,0,160.8904925,,5,160.8823122,160.8904925,160.8904925,0.0092793,162.3222883,np.float64(-0.42592592592592593),np.float64(-0.16203703703703703),1,0,0,1.4399256,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
93,0,93,np.float64(-0.3416666666666667),np.float64(0.20555555555555555),1,0,0,1.9566792,target',93,0,93,0,162.3413664,,5,162.3326096,162.3413664,162.3413664,0.0102174,164.2893557,np.float64(-0.3416666666666667),np.float64(0.20555555555555555),1,0,0,1.9566792,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
95,0,95,np.float64(0.14907407407407408),np.float64(-0.49444444444444446),1,0,0,1.6698201,None,95,0,95,0,167.6623027,,5,167.6521817,167.6623027,167.6623027,0.0126624,169.3220626,np.float64(0.14907407407407408),np.float64(-0.49444444444444446),1,0,0,1.6698201,None,3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
97,0,97,np.float64(0.36666666666666664),np.float64(0.3527777777777778),1,0,0,1.9558274,target',97,0,97,0,172.5581509,,5,172.5493102,172.5581509,172.5581509,0.0104627,174.5051917,np.float64(0.36666666666666664),np.float64(0.3527777777777778),1,0,0,1.9558274,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
101,0,101,np.float64(-0.062037037037037036),np.float64(-0.3592592592592593),1,0,0,1.8547828,target',101,0,101,0,180.3604069,,5,180.3499572,180.3604069,180.3604069,0.0112393,182.204815,np.float64(-0.062037037037037036),np.float64(-0.3592592592592593),1,0,0,1.8547828,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
104,0,104,np.float64(-0.23981481481481481),np.float64(-0.11574074074074074),1,0,0,1.5430119,target',104,0,104,0,187.4928843,,5,187.4780605,187.4928843,187.4928843,0.0224029,189.0211076,np.float64(-0.23981481481481481),np.float64(-0.11574074074074074),1,0,0,1.5430119,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
106,0,106,np.float64(0.12129629629629629),np.float64(0.11944444444444445),1,0,0,1.5732771,target',106,0,106,0,190.6884418,,5,190.6808044,190.6884418,190.6884418,0.0095021,192.2541455,np.float64(0.12129629629629629),np.float64(0.11944444444444445),1,0,0,1.5732771,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
108,0,108,np.float64(0.11574074074074074),np.float64(-0.2324074074074074),1,0,0,1.8566986,target',108,0,108,0,193.7548624,,5,193.7472751,193.7548624,193.7548624,0.009945,195.6040303,np.float64(0.11574074074074074),np.float64(-0.2324074074074074),1,0,0,1.8566986,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
110,0,110,np.float64(-0.31203703703703706),np.float64(-0.13333333333333333),1,0,0,1.4066836,target',110,0,110,0,197.3709091,,5,197.3633593,197.3709091,197.3709091,0.0095713,198.7701038,np.float64(-0.31203703703703706),np.float64(-0.13333333333333333),1,0,0,1.4066836,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
111,0,111,np.float64(0.07037037037037037),np.float64(-0.04814814814814815),1,0,0,1.973831,target',111,0,111,0,198.7868501,,5,198.77951,198.7868501,198.7868501,0.0093065,200.7533968,np.float64(0.07037037037037037),np.float64(-0.04814814814814815),1,0,0,1.973831,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
112,0,112,np.float64(-0.28055555555555556),np.float64(-0.175),1,0,0,1.3238306,target',112,0,112,0,200.7717948,,5,200.7632665,200.7717948,200.7717948,0.009773,202.0871517,np.float64(-0.28055555555555556),np.float64(-0.175),1,0,0,1.3238306,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
113,0,113,np.float64(0.42407407407407405),np.float64(0.35),1,0,0,1.5384097,target',113,0,113,0,202.1076018,,5,202.0984562,202.1076018,202.1076018,0.01122,203.6369286,np.float64(0.42407407407407405),np.float64(0.35),1,0,0,1.5384097,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
120,0,120,np.float64(0.17037037037037037),np.float64(-0.31574074074074077),1,0,0,2.6551337,target',120,0,120,0,214.2756172,,5,214.2643427,214.2756172,214.2756172,0.0111919,216.9195294,np.float64(0.17037037037037037),np.float64(-0.31574074074074077),1,0,0,2.6551337,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
124,0,124,np.float64(-0.33240740740740743),np.float64(0.4444444444444444),1,0,0,1.3669531,target',124,0,124,0,222.8274606,,5,222.8190337,222.8274606,222.8274606,0.0160051,224.1860653,np.float64(-0.33240740740740743),np.float64(0.4444444444444444),1,0,0,1.3669531,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
129,0,129,np.float64(0.03148148148148148),np.float64(0.044444444444444446),1,0,0,1.6571326,target',129,0,129,0,230.0533612,,5,230.0449931,230.0533612,230.0533612,0.0095559,231.7022203,np.float64(0.03148148148148148),np.float64(0.044444444444444446),1,0,0,1.6571326,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
131,0,131,np.float64(-0.3074074074074074),np.float64(0.10185185185185185),1,0,0,1.3377113,target',131,0,131,0,232.905139,,5,232.897816,232.905139,232.905139,0.0127334,234.23562,np.float64(-0.3074074074074074),np.float64(0.10185185185185185),1,0,0,1.3377113,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
132,0,132,np.float64(0.3592592592592593),np.float64(0.2175925925925926),1,0,0,1.4366368,target',132,0,132,0,234.2557312,,5,234.2480896,234.2557312,234.2557312,0.0122974,235.684793,np.float64(0.3592592592592593),np.float64(0.2175925925925926),1,0,0,1.4366368,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
133,0,133,np.float64(0.337037037037037),np.float64(-0.49722222222222223),1,0,0,2.2555431,target',133,0,133,0,235.7035679,,5,235.6958876,235.7035679,235.7035679,0.0109484,237.9514987,np.float64(0.337037037037037),np.float64(-0.49722222222222223),1,0,0,2.2555431,target',3,1,2025-09-30_15h29.36.087,Exp Visual Search,,2025.1.1,60.00736891,2025-09-30 15h29.46.791160 +0530
