thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
34,0,34,np.float64(0.362962962962963),np.float64(0.2490740740740741),1,0,0,1.5921749,target',34,0,34,0,75.1467539,,5,75.1389031,75.1467539,75.1467539,0.0076401,76.7311234,np.float64(0.362962962962963),np.float64(0.2490740740740741),1,0,0,1.5921749,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
37,0,37,np.float64(-0.3611111111111111),np.float64(-0.3398148148148148),1,0,0,1.8587161,target',37,0,37,0,80.1134871,,5,80.1056785,80.1134871,80.1134871,0.0077265,81.9644703,np.float64(-0.3611111111111111),np.float64(-0.3398148148148148),1,0,0,1.8587161,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
38,0,38,np.float64(-0.09537037037037037),np.float64(0.2740740740740741),1,0,0,2.3905837,target',38,0,38,0,81.9823965,,5,81.973978,81.9823965,81.9823965,0.0093519,84.3646529,np.float64(-0.09537037037037037),np.float64(0.2740740740740741),1,0,0,2.3905837,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
39,0,39,np.float64(0.4861111111111111),np.float64(-0.11018518518518519),1,0,0,2.0898162,target',39,0,39,0,84.3808601,,5,84.3735638,84.3808601,84.3808601,0.0086903,86.4634251,np.float64(0.4861111111111111),np.float64(-0.11018518518518519),1,0,0,2.0898162,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
40,0,40,np.float64(0.3472222222222222),np.float64(0.025925925925925925),1,0,0,1.2580808,target',40,0,40,0,86.4802764,,5,86.4722398,86.4802764,86.4802764,0.0087425,87.7303644,np.float64(0.3472222222222222),np.float64(0.025925925925925925),1,0,0,1.2580808,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
46,0,46,np.float64(-0.04814814814814815),np.float64(0.40370370370370373),1,0,0,1.8084509,target',46,0,46,0,100.4951122,,5,100.4877669,100.4951122,100.4951122,0.0079703,102.2962646,np.float64(-0.04814814814814815),np.float64(0.40370370370370373),1,0,0,1.8084509,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
47,0,47,np.float64(-0.4444444444444444),np.float64(-0.2064814814814815),1,0,0,1.7087517,target',47,0,47,0,102.3121378,,5,102.3042129,102.3121378,102.3121378,0.0078797,104.0130067,np.float64(-0.4444444444444444),np.float64(-0.2064814814814815),1,0,0,1.7087517,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
49,0,49,np.float64(-0.3074074074074074),np.float64(-0.21388888888888888),1,0,0,3.9911673,target',49,0,49,0,106.0628439,,5,106.0545912,106.0628439,106.0628439,0.0079229,110.0458003,np.float64(-0.3074074074074074),np.float64(-0.21388888888888888),1,0,0,3.9911673,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
51,0,51,np.float64(-0.2111111111111111),np.float64(0.3453703703703704),1,0,0,1.7233141,target',51,0,51,0,112.4467422,,5,112.4388751,112.4467422,112.4467422,0.0093825,114.1622339,np.float64(-0.2111111111111111),np.float64(0.3453703703703704),1,0,0,1.7233141,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
52,0,52,np.float64(-0.46944444444444444),np.float64(0.462037037037037),1,0,0,1.6426586,target',52,0,52,0,114.177837,,5,114.1696157,114.177837,114.177837,0.0073189,115.8123151,np.float64(-0.46944444444444444),np.float64(0.462037037037037),1,0,0,1.6426586,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
55,0,55,np.float64(0.25555555555555554),np.float64(-0.337037037037037),1,0,0,1.9073326,target',55,0,55,0,119.8784102,,5,119.8715886,119.8784102,119.8784102,0.0096274,121.7790373,np.float64(0.25555555555555554),np.float64(-0.337037037037037),1,0,0,1.9073326,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
56,0,56,np.float64(0.13055555555555556),np.float64(0.11388888888888889),1,0,0,1.906648,target',56,0,56,0,121.7951918,,5,121.7882887,121.7951918,121.7951918,0.0089741,123.6950007,np.float64(0.13055555555555556),np.float64(0.11388888888888889),1,0,0,1.906648,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
57,0,57,np.float64(0.15462962962962962),np.float64(0.11203703703703703),1,0,0,1.1567491,target',57,0,57,0,123.711238,,5,123.7044051,123.711238,123.711238,0.0092906,124.8611994,np.float64(0.15462962962962962),np.float64(0.11203703703703703),1,0,0,1.1567491,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
58,0,58,np.float64(0.11666666666666667),np.float64(-0.1814814814814815),1,0,0,1.5087776,target',58,0,58,0,124.8772454,,5,124.8691271,124.8772454,124.8772454,0.007859,126.3779527,np.float64(0.11666666666666667),np.float64(-0.1814814814814815),1,0,0,1.5087776,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
61,0,61,np.float64(0.3824074074074074),np.float64(0.27685185185185185),1,0,0,1.7082678,target',61,0,61,0,128.9602952,,5,128.952711,128.9602952,128.9602952,0.0078969,130.6610246,np.float64(0.3824074074074074),np.float64(0.27685185185185185),1,0,0,1.7082678,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
63,0,63,np.float64(-0.42407407407407405),np.float64(0.009259259259259259),1,0,0,1.8253355,target',63,0,63,0,132.5441063,,5,132.5362559,132.5441063,132.5441063,0.0083293,134.3616831,np.float64(-0.42407407407407405),np.float64(0.009259259259259259),1,0,0,1.8253355,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
64,0,64,np.float64(-0.3861111111111111),np.float64(0.4537037037037037),1,0,0,1.905077,target',64,0,64,0,134.3807377,,5,134.3728552,134.3807377,134.3807377,0.0109959,136.2779862,np.float64(-0.3861111111111111),np.float64(0.4537037037037037),1,0,0,1.905077,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
65,0,65,np.float64(-0.27685185185185185),np.float64(-0.2490740740740741),1,0,0,1.6209431,target',65,0,65,0,136.2984034,,5,136.28994,136.2984034,136.2984034,0.0118757,137.9109252,np.float64(-0.27685185185185185),np.float64(-0.2490740740740741),1,0,0,1.6209431,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
66,0,66,np.float64(0.006481481481481481),np.float64(0.18518518518518517),1,0,0,1.424861,target',66,0,66,0,137.9267456,,5,137.9190544,137.9267456,137.9267456,0.0080588,139.3439577,np.float64(0.006481481481481481),np.float64(0.18518518518518517),1,0,0,1.424861,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
68,0,68,np.float64(0.25092592592592594),np.float64(-0.32037037037037036),1,0,0,1.5058169,target',68,0,68,0,140.7791106,,5,140.771203,140.7791106,140.7791106,0.0099556,142.2770643,np.float64(0.25092592592592594),np.float64(-0.32037037037037036),1,0,0,1.5058169,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
69,0,69,np.float64(-0.3055555555555556),np.float64(-0.2574074074074074),1,0,0,1.5590777,target',69,0,69,0,142.2926789,,5,142.2844447,142.2926789,142.2926789,0.0073084,143.8435681,np.float64(-0.3055555555555556),np.float64(-0.2574074074074074),1,0,0,1.5590777,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
71,0,71,np.float64(-0.17037037037037037),np.float64(-0.2824074074074074),1,0,0,1.2261822,target',71,0,71,0,145.6426346,,5,145.6344807,145.6426346,145.6426346,0.0078268,146.8607221,np.float64(-0.17037037037037037),np.float64(-0.2824074074074074),1,0,0,1.2261822,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
72,0,72,np.float64(-0.2833333333333333),np.float64(0.03888888888888889),1,0,0,1.6235837,target',72,0,72,0,146.8785,,5,146.8700683,146.8785,146.8785,0.009246,148.4937182,np.float64(-0.2833333333333333),np.float64(0.03888888888888889),1,0,0,1.6235837,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
74,0,74,np.float64(-0.05740740740740741),np.float64(-0.3907407407407407),1,0,0,1.8252559,target',74,0,74,0,150.0090547,,5,150.0012607,150.0090547,150.0090547,0.0075701,151.8265593,np.float64(-0.05740740740740741),np.float64(-0.3907407407407407),1,0,0,1.8252559,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
76,0,76,np.float64(-0.287962962962963),np.float64(-0.39444444444444443),1,0,0,2.408585,target',76,0,76,0,153.592102,,5,153.5846325,153.592102,153.592102,0.0079783,155.9932706,np.float64(-0.287962962962963),np.float64(-0.39444444444444443),1,0,0,2.408585,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
79,0,79,np.float64(0.19537037037037036),np.float64(-0.4583333333333333),1,0,0,1.3568332,target',79,0,79,0,159.1765156,,5,159.1692758,159.1765156,159.1765156,0.0099757,160.5261538,np.float64(0.19537037037037036),np.float64(-0.4583333333333333),1,0,0,1.3568332,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
80,0,80,np.float64(-0.2222222222222222),np.float64(0.5),1,0,0,1.4750533,target',80,0,80,0,160.5974732,,5,160.5342873,160.5974732,160.5974732,0.0080615,162.0093933,np.float64(-0.2222222222222222),np.float64(0.5),1,0,0,1.4750533,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
81,0,81,np.float64(0.2351851851851852),np.float64(-0.017592592592592594),1,0,0,1.9404344,target',81,0,81,0,162.0256841,,5,162.0187991,162.0256841,162.0256841,0.0093098,163.9592872,np.float64(0.2351851851851852),np.float64(-0.017592592592592594),1,0,0,1.9404344,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
83,0,83,np.float64(0.35185185185185186),np.float64(-0.03148148148148148),1,0,0,1.7593033,target',83,0,83,0,165.9579999,,5,165.9500842,165.9579999,165.9579999,0.00769,167.7094679,np.float64(0.35185185185185186),np.float64(-0.03148148148148148),1,0,0,1.7593033,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
84,0,84,np.float64(0.05648148148148148),np.float64(-0.20092592592592592),1,0,0,1.5077054,target',84,0,84,0,167.7246727,,5,167.7178904,167.7246727,167.7246727,0.0082614,169.2256512,np.float64(0.05648148148148148),np.float64(-0.20092592592592592),1,0,0,1.5077054,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
85,0,85,np.float64(-0.26296296296296295),np.float64(-0.42685185185185187),1,0,0,1.8255562,target',85,0,85,0,169.2411723,,5,169.2332187,169.2411723,169.2411723,0.0074692,171.0588301,np.float64(-0.26296296296296295),np.float64(-0.42685185185185187),1,0,0,1.8255562,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
86,0,86,np.float64(0.1537037037037037),np.float64(-0.20092592592592592),1,0,0,1.792134,target',86,0,86,0,171.0744005,,5,171.0669956,171.0744005,171.0744005,0.0080685,172.8592201,np.float64(0.1537037037037037),np.float64(-0.20092592592592592),1,0,0,1.792134,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
87,0,87,np.float64(-0.21296296296296297),np.float64(0.4898148148148148),1,0,0,2.4392798,target',87,0,87,0,172.8758435,,5,172.8691207,172.8758435,172.8758435,0.0097247,175.3084591,np.float64(-0.21296296296296297),np.float64(0.4898148148148148),1,0,0,2.4392798,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
88,0,88,np.float64(0.17592592592592593),np.float64(0.22314814814814815),1,0,0,1.5902988,target',88,0,88,0,175.3247645,,5,175.3179739,175.3247645,175.3247645,0.0094097,176.9083152,np.float64(0.17592592592592593),np.float64(0.22314814814814815),1,0,0,1.5902988,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
89,0,89,np.float64(-0.4027777777777778),np.float64(0.42962962962962964),1,0,0,1.3920855,target',89,0,89,0,176.9241395,,5,176.9163599,176.9241395,176.9241395,0.0079746,178.3085194,np.float64(-0.4027777777777778),np.float64(0.42962962962962964),1,0,0,1.3920855,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
90,0,90,np.float64(0.013888888888888888),np.float64(0.13518518518518519),1,0,0,1.5396891,target',90,0,90,0,178.3261435,,5,178.3183124,178.3261435,178.3261435,0.0096562,179.8580457,np.float64(0.013888888888888888),np.float64(0.13518518518518519),1,0,0,1.5396891,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
93,0,93,np.float64(-0.10740740740740741),np.float64(0.35648148148148145),1,0,0,1.5576345,target',93,0,93,0,184.157707,,5,184.1498856,184.157707,184.157707,0.0074708,185.7075838,np.float64(-0.10740740740740741),np.float64(0.35648148148148145),1,0,0,1.5576345,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
94,0,94,np.float64(-0.2953703703703704),np.float64(0.18425925925925926),1,0,0,1.8423763,target',94,0,94,0,185.7234035,,5,185.7153078,185.7234035,185.7234035,0.0076433,187.5577332,np.float64(-0.2953703703703704),np.float64(0.18425925925925926),1,0,0,1.8423763,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
96,0,96,np.float64(-0.3212962962962963),np.float64(0.1398148148148148),1,0,0,1.9261917,target',96,0,96,0,189.823115,,5,189.8153084,189.823115,189.823115,0.0077251,191.7415851,np.float64(-0.3212962962962963),np.float64(0.1398148148148148),1,0,0,1.9261917,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
98,0,98,np.float64(0.15462962962962962),np.float64(0.15648148148148147),1,0,0,1.606954,target',98,0,98,0,193.2407838,,5,193.2339696,193.2407838,193.2407838,0.009875,194.8409714,np.float64(0.15462962962962962),np.float64(0.15648148148148147),1,0,0,1.606954,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
105,0,105,np.float64(-0.21666666666666667),np.float64(-0.02962962962962963),1,0,0,1.7240887,target',105,0,105,0,206.190505,,5,206.1826991,206.190505,206.190505,0.0090869,207.9068614,np.float64(-0.21666666666666667),np.float64(-0.02962962962962963),1,0,0,1.7240887,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
106,0,106,np.float64(0.008333333333333333),np.float64(0.49074074074074076),1,0,0,2.8555779,target',106,0,106,0,207.9254398,,5,207.917192,207.9254398,207.9254398,0.0101958,210.7728165,np.float64(0.008333333333333333),np.float64(0.49074074074074076),1,0,0,2.8555779,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
108,0,108,np.float64(0.2537037037037037),np.float64(0.35),1,0,0,1.4551104,target',108,0,108,0,213.1082608,,5,213.1009411,213.1082608,213.1082608,0.0109971,214.5560957,np.float64(0.2537037037037037),np.float64(0.35),1,0,0,1.4551104,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
109,0,109,np.float64(-0.15555555555555556),np.float64(-0.34444444444444444),1,0,0,1.8587004,target',109,0,109,0,214.5717406,,5,214.5636237,214.5717406,214.5717406,0.007458,216.4223727,np.float64(-0.15555555555555556),np.float64(-0.34444444444444444),1,0,0,1.8587004,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
110,0,110,np.float64(-0.48055555555555557),np.float64(-0.2833333333333333),1,0,0,1.6583074,target',110,0,110,0,216.4382997,,5,216.4307063,216.4382997,216.4382997,0.0082573,218.0890672,np.float64(-0.48055555555555557),np.float64(-0.2833333333333333),1,0,0,1.6583074,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
112,0,112,np.float64(-0.2833333333333333),np.float64(0.06111111111111111),1,0,0,1.5899621,target',112,0,112,0,220.0558732,,5,220.0490637,220.0558732,220.0558732,0.0095772,221.6390698,np.float64(-0.2833333333333333),np.float64(0.06111111111111111),1,0,0,1.5899621,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
113,0,113,np.float64(0.11388888888888889),np.float64(0.3472222222222222),1,0,0,1.5754444,target',113,0,113,0,221.6548551,,5,221.6466648,221.6548551,221.6548551,0.0075248,223.222167,np.float64(0.11388888888888889),np.float64(0.3472222222222222),1,0,0,1.5754444,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
115,0,115,np.float64(-0.3212962962962963),np.float64(-0.3527777777777778),1,0,0,1.8918294,target',115,0,115,0,224.8209743,,5,224.8132443,224.8209743,224.8209743,0.0075636,226.705121,np.float64(-0.3212962962962963),np.float64(-0.3527777777777778),1,0,0,1.8918294,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
116,0,116,np.float64(0.06481481481481481),np.float64(-0.07222222222222222),1,0,0,1.2090114,target',116,0,116,0,226.7209526,,5,226.71273,226.7209526,226.7209526,0.0075367,227.9217855,np.float64(0.06481481481481481),np.float64(-0.07222222222222222),1,0,0,1.2090114,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
119,0,119,np.float64(-0.2037037037037037),np.float64(-0.1648148148148148),1,0,0,1.3894599,target',119,0,119,0,230.674139,,5,230.6661685,230.674139,230.674139,0.010643,232.0557106,np.float64(-0.2037037037037037),np.float64(-0.1648148148148148),1,0,0,1.3894599,target',94327,1,2025-09-30_15h12.26.204,Exp Visual Search,,2025.1.1,59.94208396,2025-09-30 15h12.30.538870 +0530
