pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixtion.started,line1.started,line2.started,line3.started,line4.started,fixtion.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
50,c,10,2,2,c,1,0.2833094,None,2,2,10,2,,,,,23.7817181,,23.7661112,23.7817181,24.7652238,24.7652238,24.7652238,24.7652238,24.7815232,25.7814352,25.7814352,26.0655787,c,1,0.2833094,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-150,z,11,3,2,z,1,0.2136225,None,2,3,11,3,,,,,26.0816821,,26.066025,26.0816821,27.0649654,27.0649654,27.0649654,27.0649654,27.0814511,28.0648105,28.0648105,28.2820853,z,1,0.2136225,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-50,x,12,0,3,x,1,0.2321394,None,3,0,12,0,,,,,28.2983004,,28.2825828,28.2983004,29.2813413,29.2813413,29.2813413,29.2813413,29.2979824,30.2979023,30.2979023,30.5317432,x,1,0.2321394,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
150,v,13,1,3,v,1,0.2671325,None,3,1,13,1,,,,,30.5480442,,30.5321937,30.5480442,31.5314687,31.5314687,31.5314687,31.5314687,31.5476075,32.5309582,32.5309582,32.8150898,v,1,0.2671325,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
50,c,14,2,3,c,1,0.2923443,None,3,2,14,2,,,,,32.8311457,,32.8155497,32.8311457,33.8144289,33.8144289,33.8144289,33.8144289,33.8309694,34.8145081,34.8145081,35.1149005,c,1,0.2923443,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-150,z,15,3,3,z,1,0.3143055,None,3,3,15,3,,,,,35.1309085,,35.1154279,35.1309085,36.1145392,36.1145392,36.1145392,36.1145392,36.1304928,37.1141204,37.1141204,37.4316647,z,1,0.3143055,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-50,x,16,0,4,x,1,0.1239486,None,4,0,16,0,,,,,37.4477601,,37.4321102,37.4477601,38.4309883,38.4309883,38.4309883,38.4309883,38.4473779,39.447244,39.447244,39.5809868,x,1,0.1239486,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
150,v,17,1,4,v,1,0.2733209,None,4,1,17,1,,,,,39.5973526,,39.5814636,39.5973526,40.5805573,40.5805573,40.5805573,40.5805573,40.5974003,41.5805441,41.5805441,41.8640711,v,1,0.2733209,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
50,c,18,2,4,c,1,0.2577466,None,4,2,18,2,,,,,41.880458,,41.8643986,41.880458,42.8637338,42.8637338,42.8637338,42.8637338,42.8803868,43.8637994,43.8637994,44.1307194,c,1,0.2577466,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-150,z,19,3,4,z,1,0.3058782,None,4,3,19,3,,,,,44.1469418,,44.131173,44.1469418,45.130281,45.130281,45.130281,45.130281,45.1470573,46.1302545,46.1302545,46.4472284,z,1,0.3058782,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-50,x,20,0,5,x,1,0.6109809,None,5,0,20,0,,,,,46.4635098,,46.4476556,46.4635098,47.4469017,47.4469017,47.4469017,47.4469017,47.4635737,48.4468179,48.4468179,49.0640433,x,1,0.6109809,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
150,v,21,1,5,v,1,0.2737947,None,5,1,21,1,,,,,49.0798354,,49.0645113,49.0798354,50.0635081,50.0635081,50.0635081,50.0635081,50.0801277,51.0633329,51.0633329,51.3472208,v,1,0.2737947,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
50,c,22,2,5,c,1,0.362386,None,5,2,22,2,,,,,51.3634482,,51.347772,51.3634482,52.3467132,52.3467132,52.3467132,52.3467132,52.3633924,53.3466639,53.3466639,53.713573,c,1,0.362386,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-150,z,23,3,5,z,1,0.3049805,None,5,3,23,3,,,,,53.7296446,,53.7140783,53.7296446,54.7132426,54.7132426,54.7132426,54.7132426,54.7298148,55.7131566,55.7131566,56.0302286,z,1,0.3049805,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-50,x,24,0,6,x,1,0.080397,None,6,0,24,0,,,,,56.0464559,,56.0307398,56.0464559,57.0296726,57.0296726,57.0296726,57.0296726,57.0464265,58.0294909,58.0294909,58.1134814,x,1,0.080397,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
150,v,25,1,6,v,1,0.1685504,None,6,1,25,1,,,,,58.1294055,,58.1139573,58.1294055,59.1129237,59.1129237,59.1129237,59.1129237,59.1295307,60.1128924,60.1128924,60.2966345,v,1,0.1685504,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
50,c,26,2,6,c,1,0.3232261,None,6,2,26,2,,,,,60.3128407,,60.2970938,60.3128407,61.2957443,61.2957443,61.2957443,61.2957443,61.3128045,62.2961072,62.2961072,62.6297101,c,1,0.3232261,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-150,z,27,3,6,z,1,0.2531193,None,6,3,27,3,,,,,62.645824,,62.630206,62.645824,63.6291728,63.6291728,63.6291728,63.6291728,63.6458129,64.6290858,64.6290858,64.896481,z,1,0.2531193,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-50,x,28,0,7,x,1,0.2579011,None,7,0,28,0,,,,,64.912522,,64.8969224,64.912522,65.8957658,65.8957658,65.8957658,65.8957658,65.9123212,66.9124417,66.9124417,67.1795433,x,1,0.2579011,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
150,v,29,1,7,v,1,0.2053242,None,7,1,29,1,,,,,67.1955625,,67.1799793,67.1955625,68.1789084,68.1789084,68.1789084,68.1789084,68.1957458,69.1789009,69.1789009,69.3961947,v,1,0.2053242,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
50,c,30,2,7,c,1,0.2801109,None,7,2,30,2,,,,,69.411985,,69.3966681,69.411985,70.3956193,70.3956193,70.3956193,70.3956193,70.4121723,71.3953209,71.3953209,71.6792057,c,1,0.2801109,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-150,z,31,3,7,z,1,0.335154,None,7,3,31,3,,,,,71.6954239,,71.6796478,71.6954239,72.6783431,72.6783431,72.6783431,72.6783431,72.6953075,73.6782836,73.6782836,74.029078,z,1,0.335154,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-50,x,32,0,8,x,1,0.1325772,None,8,0,32,0,,,,,74.0451133,,74.0297939,74.0451133,75.0285877,75.0285877,75.0285877,75.0285877,75.0453269,76.0284551,76.0284551,76.1623644,x,1,0.1325772,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
150,v,33,1,8,v,1,0.4134826,None,8,1,33,1,,,,,76.178416,,76.1628058,76.178416,77.1617446,77.1617446,77.1617446,77.1617446,77.1783825,78.1615446,78.1615446,78.5787285,v,1,0.4134826,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
50,c,34,2,8,c,1,0.2488933,None,8,2,34,2,,,,,78.5950665,,78.5791713,78.5950665,79.5783276,79.5783276,79.5783276,79.5783276,79.5949752,80.5780835,80.5780835,80.8284893,c,1,0.2488933,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-150,z,35,3,8,z,1,0.2619742,None,8,3,35,3,,,,,80.8448629,,80.8289451,80.8448629,81.8280736,81.8280736,81.8280736,81.8280736,81.844775,82.8279908,82.8279908,83.0951725,z,1,0.2619742,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-50,x,36,0,9,x,1,0.2897889,None,9,0,36,0,,,,,83.1113675,,83.0956277,83.1113675,84.0947807,84.0947807,84.0947807,84.0947807,84.1113118,85.0946306,85.0946306,85.3952696,x,1,0.2897889,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
150,v,37,1,9,v,1,0.2439862,None,9,1,37,1,,,,,85.4113448,,85.3957623,85.4113448,86.3945941,86.3945941,86.3945941,86.3945941,86.4111845,87.411247,87.411247,87.6617882,v,1,0.2439862,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
50,c,38,2,9,c,1,0.6123365,None,9,2,38,2,,,,,87.6778006,,87.6622323,87.6778006,88.6610811,88.6610811,88.6610811,88.6610811,88.6777395,89.661194,89.661194,90.2779605,c,1,0.6123365,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-150,z,39,3,9,z,1,0.3938746,None,9,3,39,3,,,,,90.2942724,,90.2784157,90.2942724,91.2775719,91.2775719,91.2775719,91.2775719,91.2940139,92.2775275,92.2775275,92.6780814,z,1,0.3938746,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-50,x,40,0,10,x,1,0.4620768,None,10,0,40,0,,,,,92.6941917,,92.6785284,92.6941917,93.6771639,93.6771639,93.6771639,93.6771639,93.6939527,94.6772849,94.6772849,95.1445934,x,1,0.4620768,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
150,v,41,1,10,v,1,0.613589,None,10,1,41,1,,,,,95.1607658,,95.1450922,95.1607658,96.1440237,96.1440237,96.1440237,96.1440237,96.1605831,97.1439572,97.1439572,97.7613253,v,1,0.613589,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
50,c,42,2,10,c,1,0.2495683,None,10,2,42,2,,,,,97.7772085,,97.7617696,97.7772085,98.7602818,98.7602818,98.7602818,98.7602818,98.7771648,99.7603731,99.7603731,100.0108852,c,1,0.2495683,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-150,z,43,3,10,z,1,0.2427238,None,10,3,43,3,,,,,100.0268908,,100.0113432,100.0268908,101.0102516,101.0102516,101.0102516,101.0102516,101.0268989,102.026577,102.026577,102.2774755,z,1,0.2427238,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-50,x,44,0,11,x,1,0.7088826,None,11,0,44,0,,,,,102.2936467,,102.2779208,102.2936467,103.2767644,103.2767644,103.2767644,103.2767644,103.2933824,104.2767164,104.2767164,104.9940761,x,1,0.7088826,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
150,v,45,1,11,v,1,0.3220442,None,11,1,45,1,,,,,105.0100977,,104.9945557,105.0100977,106.0100343,106.0100343,106.0100343,106.0100343,106.0100343,106.9931256,106.9931256,107.3272366,v,1,0.3220442,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
50,c,46,2,11,c,1,0.2804259,None,11,2,46,2,,,,,107.343342,,107.3276786,107.343342,108.3265059,108.3265059,108.3265059,108.3265059,108.3432685,109.3265164,109.3265164,109.610549,c,1,0.2804259,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-150,z,47,3,11,z,1,0.3142849,None,11,3,47,3,,,,,109.6262623,,109.6110827,109.6262623,110.6098381,110.6098381,110.6098381,110.6098381,110.626429,111.609776,111.609776,111.9269551,z,1,0.3142849,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-50,x,48,0,12,x,1,0.2155494,None,12,0,48,0,,,,,111.9429717,,111.927416,111.9429717,112.9263099,112.9263099,112.9263099,112.9263099,112.9427347,113.9260143,113.9260143,114.1434007,x,1,0.2155494,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
150,v,49,1,12,v,1,0.6925452,None,12,1,49,1,,,,,114.1595303,,114.1438421,114.1595303,115.1426887,115.1426887,115.1426887,115.1426887,115.15932,116.1424955,116.1424955,116.8431818,v,1,0.6925452,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
50,c,50,2,12,c,1,0.3049845,None,12,2,50,2,,,,,116.8590319,,116.8436509,116.8590319,117.8424551,117.8424551,117.8424551,117.8424551,117.8591347,118.8426589,118.8426589,119.1597771,c,1,0.3049845,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-150,z,51,3,12,z,1,0.2512241,None,12,3,51,3,,,,,119.1757384,,119.1602371,119.1757384,120.1591522,120.1591522,120.1591522,120.1591522,120.1755201,121.1590987,121.1590987,121.4262901,z,1,0.2512241,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-50,x,52,0,13,x,1,0.2323329,None,13,0,52,0,,,,,121.4422748,,121.426777,121.4422748,122.42562,122.42562,122.42562,122.42562,122.4424122,123.4256642,123.4256642,123.6593561,x,1,0.2323329,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
150,v,53,1,13,v,1,0.3318359,None,13,1,53,1,,,,,123.6755401,,123.659802,123.6755401,124.6590044,124.6590044,124.6590044,124.6590044,124.6755675,125.6588121,125.6588121,125.9926442,v,1,0.3318359,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
50,c,54,2,13,c,1,0.3518533,None,13,2,54,2,,,,,126.0089382,,125.9931108,126.0089382,126.9920959,126.9920959,126.9920959,126.9920959,127.0088418,127.9919975,127.9919975,128.3591294,c,1,0.3518533,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-150,z,55,3,13,z,1,0.44486,None,13,3,55,3,,,,,128.3751902,,128.3595778,128.3751902,129.358577,129.358577,129.358577,129.358577,129.3751851,130.3585068,130.3585068,130.8092178,z,1,0.44486,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-50,x,56,0,14,x,1,0.4159075,None,14,0,56,0,,,,,130.8250809,,130.8096808,130.8250809,131.8084568,131.8084568,131.8084568,131.8084568,131.8250221,132.8084792,132.8084792,133.2254372,x,1,0.4159075,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
150,v,57,1,14,v,1,0.4738709,None,14,1,57,1,,,,,133.241502,,133.2258967,133.241502,134.2250162,134.2250162,134.2250162,134.2250162,134.2417418,135.2248793,135.2248793,135.7087091,v,1,0.4738709,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
50,c,58,2,14,c,1,0.6973975,None,14,2,58,2,,,,,135.7246811,,135.7091671,135.7246811,136.7080665,136.7080665,136.7080665,136.7080665,136.7248189,137.7080927,137.7080927,138.4085814,c,1,0.6973975,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-150,z,59,3,14,z,1,0.2906582,None,14,3,59,3,,,,,138.4246676,,138.4090491,138.4246676,139.4079578,139.4079578,139.4079578,139.4079578,139.4244351,140.4078134,140.4078134,140.7088734,z,1,0.2906582,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-50,x,60,0,15,x,1,0.4516857,None,15,0,60,0,,,,,140.7244062,,140.7093284,140.7244062,141.7244193,141.7244193,141.7244193,141.7244193,141.7244193,142.7245805,142.7245805,143.1916704,x,1,0.4516857,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
150,v,61,1,15,v,1,0.7636958,None,15,1,61,1,,,,,143.2078232,,143.1921416,143.2078232,144.1911348,144.1911348,144.1911348,144.1911348,144.2077993,145.1910877,145.1910877,145.9582777,v,1,0.7636958,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
50,c,62,2,15,c,1,0.5863777,None,15,2,62,2,,,,,145.9742976,,145.9587202,145.9742976,146.9576124,146.9576124,146.9576124,146.9576124,146.9741021,147.9574683,147.9574683,148.5578367,c,1,0.5863777,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-150,z,63,3,15,z,1,0.340589,None,15,3,63,3,,,,,148.5740475,,148.5582954,148.5740475,149.5572515,149.5572515,149.5572515,149.5572515,149.5738133,150.557243,150.557243,150.9077611,z,1,0.340589,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-50,x,64,0,16,x,1,0.2366347,None,16,0,64,0,,,,,150.9237834,,150.9082169,150.9237834,151.9073647,151.9073647,151.9073647,151.9073647,151.9239143,152.9072476,152.9072476,153.1577246,x,1,0.2366347,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
150,v,65,1,16,v,1,0.4995438,None,16,1,65,1,,,,,153.1737813,,153.1581866,153.1737813,154.1570804,154.1570804,154.1570804,154.1570804,154.1738361,155.1571403,155.1571403,155.6740722,v,1,0.4995438,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
50,c,66,2,16,c,1,0.2912776,None,16,2,66,2,,,,,155.6903934,,155.6745168,155.6903934,156.6733961,156.6733961,156.6733961,156.6733961,156.6903883,157.6733046,157.6733046,157.9739021,c,1,0.2912776,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-150,z,67,3,16,z,1,0.1400519,None,16,3,67,3,,,,,157.9901763,,157.9741963,157.9901763,158.9734928,158.9734928,158.9734928,158.9734928,158.9901395,159.9733,159.9733,160.1239859,z,1,0.1400519,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-50,x,68,0,17,x,1,0.1018782,None,17,0,68,0,,,,,160.140026,,160.1245106,160.140026,161.1232546,161.1232546,161.1232546,161.1232546,161.139782,162.1231846,162.1231846,162.2406378,x,1,0.1018782,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
150,v,69,1,17,v,1,0.8636739,None,17,1,69,1,,,,,162.2566861,,162.241083,162.2566861,163.2399026,163.2399026,163.2399026,163.2399026,163.2566258,164.2399479,164.2399479,165.1071945,v,1,0.8636739,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
50,c,70,2,17,c,1,0.4049661,None,17,2,70,2,,,,,165.1229344,,165.1077099,165.1229344,166.1228633,166.1228633,166.1228633,166.1228633,166.1228633,167.1227273,167.1227273,167.5401677,c,1,0.4049661,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-150,z,71,3,17,z,1,0.3898,None,17,3,71,3,,,,,167.5562497,,167.5406113,167.5562497,168.5396588,168.5396588,168.5396588,168.5396588,168.5563195,169.5395959,169.5395959,169.9401288,z,1,0.3898,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
-50,x,72,0,18,x,1,0.2672212,None,18,0,72,0,,,,,169.956231,,169.9406342,169.956231,170.9395122,170.9395122,170.9395122,170.9395122,170.9560532,171.9393609,171.9393609,172.2232484,x,1,0.2672212,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
150,v,73,1,18,v,1,0.5371124,None,18,1,73,1,,,,,172.2391961,,172.2237167,172.2391961,173.2226114,173.2226114,173.2226114,173.2226114,173.2391008,174.2225555,174.2225555,174.7725831,v,1,0.5371124,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
50,c,74,2,18,c,1,0.2906734,None,18,2,74,2,,,,,174.7891607,,174.772844,174.7891607,175.772132,175.772132,175.772132,175.772132,175.7890191,176.7722386,176.7722386,177.0729497,c,1,0.2906734,None,,,,,F1,1,2025-10-01_14h20.22.753,Motor sequence,,2025.1.1,59.95196648,2025-10-01 14h20.28.636565 +0530
