pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixtion.started,line1.started,line2.started,line3.started,line4.started,fixtion.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
-50,x,28,0,7,x,1,0.4804109,None,7,0,28,0,,,,,75.9032038,,75.8874967,75.9032038,76.8862674,76.8862674,76.8862674,76.8862674,76.9031307,77.8863376,77.8863376,78.3705127,x,1,0.4804109,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
150,v,29,1,7,v,1,0.6135801,None,7,1,29,1,,,,,78.386061,,78.370959,78.386061,79.3698146,79.3698146,79.3698146,79.3698146,79.3863694,80.3861722,80.3861722,81.0037285,v,1,0.6135801,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
50,c,30,2,7,c,1,0.7695052,None,7,2,30,2,,,,,81.019717,,81.0041656,81.019717,82.0195123,82.0195123,82.0195123,82.0195123,82.0195123,83.0027515,83.0027515,83.7866496,c,1,0.7695052,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
-150,z,31,3,7,z,1,0.7891593,None,7,3,31,3,,,,,83.8026857,,83.7871067,83.8026857,84.7855503,84.7855503,84.7855503,84.7855503,84.80233,85.7860293,85.7860293,86.5863585,z,1,0.7891593,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
-50,x,32,0,8,x,1,0.6521876,None,8,0,32,0,,,,,86.6022684,,86.586871,86.6022684,87.5858225,87.5858225,87.5858225,87.5858225,87.6024664,88.5855527,88.5855527,89.2530748,x,1,0.6521876,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
150,v,33,1,8,v,1,0.5681489,None,8,1,33,1,,,,,89.2688694,,89.2535853,89.2688694,90.2690731,90.2690731,90.2690731,90.2690731,90.2690731,91.2522578,91.2522578,91.8360012,v,1,0.5681489,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
50,c,34,2,8,c,1,1.0300671,None,8,2,34,2,,,,,91.8522314,,91.8364504,91.8522314,92.835563,92.835563,92.835563,92.835563,92.8522922,93.8353325,93.8353325,94.8693581,c,1,1.0300671,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
-150,z,35,3,8,z,1,0.7014219,None,8,3,35,3,,,,,94.8853035,,94.8698156,94.8853035,95.8686547,95.8686547,95.8686547,95.8686547,95.8851312,96.8852771,96.8852771,97.6024764,z,1,0.7014219,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
-50,x,36,0,9,x,1,0.8581028,None,9,0,36,0,,,,,97.6187004,,97.6029245,97.6187004,98.6018838,98.6018838,98.6018838,98.6018838,98.6183266,99.6019183,99.6019183,100.468897,x,1,0.8581028,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
150,v,37,1,9,v,1,0.3240815,None,9,1,37,1,,,,,100.484849,,100.469718,100.484849,101.468276,101.468276,101.468276,101.468276,101.4849982,102.4682056,102.4682056,102.8024345,v,1,0.3240815,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
50,c,38,2,9,c,1,0.8228443,None,9,2,38,2,,,,,102.8180342,,102.802897,102.8180342,103.8182608,103.8182608,103.8182608,103.8182608,103.8182608,104.8180935,104.8180935,105.6520827,c,1,0.8228443,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
-150,z,39,3,9,z,1,0.838581,None,9,3,39,3,,,,,105.667916,,105.6525482,105.667916,106.6511945,106.6511945,106.6511945,106.6511945,106.6680615,107.6511528,107.6511528,108.5019515,z,1,0.838581,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
-50,x,40,0,10,x,1,0.6546307,None,10,0,40,0,,,,,108.5176666,,108.5024039,108.5176666,109.5012656,109.5012656,109.5012656,109.5012656,109.5179087,110.5012074,110.5012074,111.1682829,x,1,0.6546307,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
150,v,41,1,10,v,1,0.7271489,None,10,1,41,1,,,,,111.1842721,,111.1687518,111.1842721,112.1676206,112.1676206,112.1676206,112.1676206,112.1842708,113.167661,113.167661,113.9015468,v,1,0.7271489,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
50,c,42,2,10,c,1,0.5536157,None,10,2,42,2,,,,,113.9172444,,113.902064,113.9172444,114.9175372,114.9175372,114.9175372,114.9175372,114.9175372,115.9176172,115.9176172,116.4846131,c,1,0.5536157,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
-150,z,43,3,10,z,1,0.6002377,None,10,3,43,3,,,,,116.5009833,,116.4850656,116.5009833,117.4838231,117.4838231,117.4838231,117.4838231,117.5008461,118.4838279,118.4838279,119.101266,z,1,0.6002377,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
-50,x,44,0,11,x,1,0.9112278,None,11,0,44,0,,,,,119.1173638,,119.1017203,119.1173638,120.1007904,120.1007904,120.1007904,120.1007904,120.1169915,121.1172175,121.1172175,122.0343481,x,1,0.9112278,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
150,v,45,1,11,v,1,0.4309919,None,11,1,45,1,,,,,122.0504028,,122.0348022,122.0504028,123.0337357,123.0337357,123.0337357,123.0337357,123.0502672,124.0335145,124.0335145,124.4676295,v,1,0.4309919,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
50,c,46,2,11,c,1,0.8054912,None,11,2,46,2,,,,,124.4833321,,124.4683877,124.4833321,125.4669359,125.4669359,125.4669359,125.4669359,125.4835708,126.4669484,126.4669484,127.284081,c,1,0.8054912,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
-150,z,47,3,11,z,1,0.6772534,None,11,3,47,3,,,,,127.2999124,,127.2845386,127.2999124,128.3001905,128.3001905,128.3001905,128.3001905,128.3001905,129.2832142,129.2832142,129.9672782,z,1,0.6772534,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
-50,x,48,0,12,x,1,0.4362662,None,12,0,48,0,,,,,129.9829973,,129.967747,129.9829973,130.9666297,130.9666297,130.9666297,130.9666297,130.9832154,131.9664425,131.9664425,132.4171723,x,1,0.4362662,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
150,v,49,1,12,v,1,0.3985606,None,12,1,49,1,,,,,132.4327686,,132.4176495,132.4327686,133.4163875,133.4163875,133.4163875,133.4163875,133.4328463,134.4163385,134.4163385,134.8170345,v,1,0.3985606,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
50,c,50,2,12,c,1,0.7071482,None,12,2,50,2,,,,,134.8326206,,134.8175002,134.8326206,135.8162846,135.8162846,135.8162846,135.8162846,135.8328725,136.8162616,136.8162616,137.5334362,c,1,0.7071482,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
-50,x,52,0,13,x,1,0.8916249,None,13,0,52,0,,,,,140.3492272,,140.3336014,140.3492272,141.3326456,141.3326456,141.3326456,141.3326456,141.3491848,142.3323591,142.3323591,143.2330328,x,1,0.8916249,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
150,v,53,1,13,v,1,0.6756928,None,13,1,53,1,,,,,143.2492204,,143.2334893,143.2492204,144.2320213,144.2320213,144.2320213,144.2320213,144.2490028,145.2321457,145.2321457,145.9165092,v,1,0.6756928,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
50,c,54,2,13,c,1,0.4135836,None,13,2,54,2,,,,,145.9321231,,145.9172162,145.9321231,146.9156101,146.9156101,146.9156101,146.9156101,146.9320304,147.9320974,147.9320974,148.3496815,c,1,0.4135836,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
-150,z,55,3,13,z,1,0.3320256,None,13,3,55,3,,,,,148.3653633,,148.3501265,148.3653633,149.3654044,149.3654044,149.3654044,149.3654044,149.3654044,150.3654641,150.3654641,150.6993215,z,1,0.3320256,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
-50,x,56,0,14,x,1,0.3509119,None,14,0,56,0,,,,,150.7151135,,150.6997724,150.7151135,151.6987044,151.6987044,151.6987044,151.6987044,151.7153497,152.6984774,152.6984774,153.0657165,x,1,0.3509119,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
150,v,57,1,14,v,1,0.3718836,None,14,1,57,1,,,,,153.0815743,,153.0661768,153.0815743,154.0652451,154.0652451,154.0652451,154.0652451,154.0818386,155.0651551,155.0651551,155.4489401,v,1,0.3718836,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
50,c,58,2,14,c,1,0.2726292,None,14,2,58,2,,,,,155.465035,,155.4494696,155.465035,156.4482192,156.4482192,156.4482192,156.4482192,156.4646439,157.4483317,157.4483317,157.7321145,c,1,0.2726292,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
-150,z,59,3,14,z,1,0.2905031,None,14,3,59,3,,,,,157.7479931,,157.7328637,157.7479931,158.7483564,158.7483564,158.7483564,158.7483564,158.7483564,159.7313625,159.7313625,160.0320492,z,1,0.2905031,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
-50,x,60,0,15,x,1,0.2674246,None,15,0,60,0,,,,,160.0479934,,160.0325078,160.0479934,161.0313958,161.0313958,161.0313958,161.0313958,161.0480723,162.0313274,162.0313274,162.3153436,x,1,0.2674246,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
150,v,61,1,15,v,1,0.3153191,None,15,1,61,1,,,,,162.3312439,,162.3158728,162.3312439,163.3307883,163.3307883,163.3307883,163.3307883,163.3307883,164.3308509,164.3308509,164.6484994,v,1,0.3153191,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
50,c,62,2,15,c,1,0.3659654,None,15,2,62,2,,,,,164.6643678,,164.6491892,164.6643678,165.6644345,165.6644345,165.6644345,165.6644345,165.6644345,166.6476879,166.6476879,167.0150014,c,1,0.3659654,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
-150,z,63,3,15,z,1,0.2668691,None,15,3,63,3,,,,,167.0307127,,167.0154651,167.0307127,168.0144599,168.0144599,168.0144599,168.0144599,168.030605,169.0140605,169.0140605,169.2981749,z,1,0.2668691,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
-50,x,64,0,16,x,1,0.2857435,None,16,0,64,0,,,,,169.3140766,,169.2986157,169.3140766,170.2973158,170.2973158,170.2973158,170.2973158,170.3139285,171.2973943,171.2973943,171.5979477,x,1,0.2857435,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
150,v,65,1,16,v,1,0.2792445,None,16,1,65,1,,,,,171.6143456,,171.5985544,171.6143456,172.5974895,172.5974895,172.5974895,172.5974895,172.6143387,173.5975427,173.5975427,173.880918,v,1,0.2792445,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
50,c,66,2,16,c,1,0.2326666,None,16,2,66,2,,,,,173.8972423,,173.8813658,173.8972423,174.8804936,174.8804936,174.8804936,174.8804936,174.8971106,175.8803434,175.8803434,176.1145873,c,1,0.2326666,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
-150,z,67,3,16,z,1,0.2916395,None,16,3,67,3,,,,,176.1300618,,176.1150363,176.1300618,177.113629,177.113629,177.113629,177.113629,177.1304569,178.1138903,178.1138903,178.4143174,z,1,0.2916395,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
-50,x,68,0,17,x,1,0.2836857,None,17,0,68,0,,,,,178.430056,,178.4148002,178.430056,179.430219,179.430219,179.430219,179.430219,179.430219,180.4296893,180.4296893,180.7303918,x,1,0.2836857,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
150,v,69,1,17,v,1,0.3058603,None,17,1,69,1,,,,,180.7468181,,180.7306897,180.7468181,181.7297673,181.7297673,181.7297673,181.7297673,181.7466296,182.7299698,182.7299698,183.0474467,v,1,0.3058603,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
50,c,70,2,17,c,1,0.2742925,None,17,2,70,2,,,,,183.0634966,,183.048076,183.0634966,184.0629899,184.0629899,184.0629899,184.0629899,184.0629899,185.063216,185.063216,185.347159,c,1,0.2742925,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
-150,z,71,3,17,z,1,0.2931705,None,17,3,71,3,,,,,185.3631668,,185.347609,185.3631668,186.3466158,186.3466158,186.3466158,186.3466158,186.3630407,187.3464406,187.3464406,187.6470132,z,1,0.2931705,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
150,v,73,1,18,v,1,0.4865614,None,18,1,73,1,,,,,189.9796049,,189.963954,189.9796049,190.9627166,190.9627166,190.9627166,190.9627166,190.9794276,191.9629318,191.9629318,192.4634763,v,1,0.4865614,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
50,c,74,2,18,c,1,0.2507929,None,18,2,74,2,,,,,192.4792042,,192.4639239,192.4792042,193.4628466,193.4628466,193.4628466,193.4628466,193.479133,194.4627912,194.4627912,194.7298035,c,1,0.2507929,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
-150,z,75,3,18,z,1,0.280293,None,18,3,75,3,,,,,194.7460702,,194.7302494,194.7460702,195.7292912,195.7292912,195.7292912,195.7292912,195.745837,196.7290994,196.7290994,197.0132765,z,1,0.280293,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
-50,x,76,0,19,x,1,0.3275101,None,19,0,76,0,,,,,197.0289191,,197.0138293,197.0289191,198.0126135,198.0126135,198.0126135,198.0126135,198.0292121,199.0288957,199.0288957,199.3629315,x,1,0.3275101,None,,,,,F2,1,2025-10-01_18h50.07.105,Motor sequence,,2025.1.1,59.85525807,2025-10-01 18h51.03.497985 +0530
